SYSET	Word	W1	W2	DEF_SYNT
104656748	unsociability	unsociable	disposition	 (S1 (NP (DT an)(JJ unsociable)(NN disposition)))# 
104656748	unsociableness	unsociable	disposition	 (S1 (NP (DT an)(JJ unsociable)(NN disposition)))# 
104657876	unfriendliness	unfriendly	disposition	 (S1 (NP (DT an)(JJ unfriendly)(NN disposition)))# 
104658361	virulence	extreme	hostility	 (S1 (NP (JJ extreme)(NN hostility)))# 
104658361	virulency	extreme	hostility	 (S1 (NP (JJ extreme)(NN hostility)))# 
104658816	unneighborliness	unneighborly	disposition	 (S1 (NP (DT an)(JJ unneighborly)(NN disposition)))# 
104660805	contemplativeness	serious	thoughtfulness	 (S1 (NP (JJ deep)(JJ serious)(NN thoughtfulness)))# 
104660805	meditativeness	serious	thoughtfulness	 (S1 (NP (JJ deep)(JJ serious)(NN thoughtfulness)))# 
104660805	pensiveness	serious	thoughtfulness	 (S1 (NP (JJ deep)(JJ serious)(NN thoughtfulness)))# 
104662390	desperation	desperate	recklessness	 (S1 (NP (JJ desperate)(NN recklessness)))# 
104662730	impetuosity	rash	impulsiveness	 (S1 (NP (JJ rash)(NN impulsiveness)))# 
104662730	impetuousness	rash	impulsiveness	 (S1 (NP (JJ rash)(NN impulsiveness)))# 
104662858	hastiness	hasty	impulsiveness	 (S1 (NP (JJ hasty)(NN impulsiveness)))# 
104664628	alertness	lively	attentiveness	 (S1 (NP (JJ lively)(NN attentiveness)))# 
104664628	sharp-sightedness	lively	attentiveness	 (S1 (NP (JJ lively)(NN attentiveness)))# 
104664778	vigilance	vigilant	attentiveness	 (S1 (NP (JJ vigilant)(NN attentiveness)))# 
104664778	watchfulness	vigilant	attentiveness	 (S1 (NP (JJ vigilant)(NN attentiveness)))# 
104667180	machismo	exaggerated	masculinity	 (S1 (NP (JJ exaggerated)(NN masculinity)))# 
104669063	creditworthiness	general	qualification	 (S1 (NP (NP (DT a)(JJ general)(NN qualification))(PP (IN for)(S (VP (VBG borrowing))))))# 
104672605	meticulosity	strict	attention	 (S1 (NP (NP (JJ strict)(NN attention))(PP (TO to)(NP (JJ minute)(NNS details)))))# 
104672605	meticulousness	strict	attention	 (S1 (NP (NP (JJ strict)(NN attention))(PP (TO to)(NP (JJ minute)(NNS details)))))# 
104672605	punctiliousness	strict	attention	 (S1 (NP (NP (JJ strict)(NN attention))(PP (TO to)(NP (JJ minute)(NNS details)))))# 
104672605	scrupulousness	strict	attention	 (S1 (NP (NP (JJ strict)(NN attention))(PP (TO to)(NP (JJ minute)(NNS details)))))# 
104673173	strictness	conscientious	attention	 (S1 (NP (NP (JJ conscientious)(NN attention))(PP (TO to)(NP (NNS rules)(CC and)(NNS details)))))# 
104673173	stringency	conscientious	attention	 (S1 (NP (NP (JJ conscientious)(NN attention))(PP (TO to)(NP (NNS rules)(CC and)(NNS details)))))# 
104674624	agerasia	youthful	appearance	 (S1 (NP (NP (JJ youthful)(NN appearance))(PP (IN in)(NP (DT an)(JJ old)(NN person)))))# 
104674715	look	physical	appearance	 (S1 (NP (JJ physical)(NN appearance)))# 
104674861	view	outward	appearance	 (S1 (NP (JJ outward)(NN appearance)))# 
104677113	superficies	superficial	appearance	 (S1 (NP (JJ superficial)(NN appearance)))# 
104677385	format	general	appearance	 (S1 (NP (NP (DT the)(JJ general)(NN appearance))(PP (IN of)(NP (DT a)(NN publication)))))# 
104679074	camouflage	outward	semblance	 (S1 (NP (NP (DT an)(JJ outward)(NN semblance))(SBAR (WHNP (WDT that))(S (VP (VBZ misrepresents)(NP (NP (DT the)(JJ true)(NN nature))(PP (IN of)(NP (NN something)))))))))# 
104679074	disguise	outward	semblance	 (S1 (NP (NP (DT an)(JJ outward)(NN semblance))(SBAR (WHNP (WDT that))(S (VP (VBZ misrepresents)(NP (NP (DT the)(JJ true)(NN nature))(PP (IN of)(NP (NN something)))))))))# 
104682018	shading	graded	markings	 (S1 (NP (NP (JJ graded)(NNS markings))(SBAR (WHNP (WDT that))(S (VP (VBP indicate)(NP (NP (ADJP (JJ light)(CC or)(JJ shaded))(NNS areas))(PP (IN in)(NP (DT a)(NN drawing)(CC or)(NN painting)))))))))# 
104683600	hirsuteness	excessive	hairiness	 (S1 (NP (JJ excessive)(NN hairiness)))# 
104683600	hirsutism	excessive	hairiness	 (S1 (NP (JJ excessive)(NN hairiness)))# 
104684358	glory	radiant	beauty	 (S1 (NP (JJ brilliant)(JJ radiant)(NN beauty)))# 
104684358	resplendence	radiant	beauty	 (S1 (NP (JJ brilliant)(JJ radiant)(NN beauty)))# 
104684358	resplendency	radiant	beauty	 (S1 (NP (JJ brilliant)(JJ radiant)(NN beauty)))# 
104684654	exquisiteness	extreme	beauty	 (S1 (NP (NP (JJ extreme)(NN beauty))(PP (IN of)(NP (DT a)(JJ delicate)(NN sort)))))# 
104684872	pleasingness	agreeable	beauty	 (S1 (NP (NP (DT an)(JJ agreeable)(NN beauty))(SBAR (WHNP (WDT that))(S (VP (VBZ gives)(NP (NN pleasure)(CC or)(NN enjoyment)))))))# 
104685062	pulchritude	physical	beauty	 (S1 (NP (NP (JJ physical)(NN beauty))(PRN (-LRB- -LRB-)(PP (ADVP (RB especially))(IN of)(NP (DT a)(NN woman)))(-RRB- -RRB-))))# 
104686003	attractiveness	sexual	allure	 (S1 (NP (JJ sexual)(NN allure)))# 
104686257	adorability	extreme	attractiveness	 (S1 (NP (JJ extreme)(NN attractiveness)))# 
104686257	adorableness	extreme	attractiveness	 (S1 (NP (JJ extreme)(NN attractiveness)))# 
104686388	beguilement	personal	charm	 (S1 (NP (JJ magnetic)(JJ personal)(NN charm)))# 
104686388	bewitchery	personal	charm	 (S1 (NP (JJ magnetic)(JJ personal)(NN charm)))# 
104689048	invitation	tempting	allurement	 (S1 (NP (DT a)(JJ tempting)(NN allurement)))# 
104691061	hideousness	dreadful	ugliness	 (S1 (NP (JJ dreadful)(NN ugliness)))#(S1 (NP (JJ horrible)(NN repulsiveness)))# 
104693274	craze	fine	crack	 (S1 (NP (NP (DT a)(JJ fine)(NN crack))(PP (IN in)(NP (DT a)(ADJP (VB glaze)(CC or)(JJ other))(NN surface)))))# 
104693557	dig	small	gouge	 (S1 (NP (NP (DT a)(JJ small)(NN gouge))(PRN (-LRB- -LRB-)(PP (IN as)(PP (IN in)(NP (NP (DT the)(NN cover))(PP (IN of)(NP (DT a)(NN book))))))(-RRB- -RRB-))))# 
104697666	austereness	extreme	plainness	 (S1 (NP (JJ extreme)(NN plainness)))# 
104697666	severeness	extreme	plainness	 (S1 (NP (JJ extreme)(NN plainness)))# 
104697666	severity	extreme	plainness	 (S1 (NP (JJ extreme)(NN plainness)))# 
104699936	flamboyance	extravagant	elaborateness	 (S1 (NP (JJ extravagant)(NN elaborateness)))# 
104699936	floridity	extravagant	elaborateness	 (S1 (NP (JJ extravagant)(NN elaborateness)))# 
104699936	floridness	extravagant	elaborateness	 (S1 (NP (JJ extravagant)(NN elaborateness)))# 
104699936	showiness	extravagant	elaborateness	 (S1 (NP (JJ extravagant)(NN elaborateness)))# 
104706087	conspicuousness	high	visibility	 (S1 (NP (JJ high)(NN visibility)))# 
104707110	obtrusiveness	unwelcome	conspicuousness	 (S1 (NP (DT an)(JJ unwelcome)(NN conspicuousness)))# 
104708796	facility	natural	effortlessness	 (S1 (NP (DT a)(JJ natural)(NN effortlessness)))# 
104708796	readiness	natural	effortlessness	 (S1 (NP (DT a)(JJ natural)(NN effortlessness)))# 
104709759	arduousness	extreme	effortfulness	 (S1 (NP (JJ extreme)(NN effortfulness)))# 
104709759	strenuousness	extreme	effortfulness	 (S1 (NP (JJ extreme)(NN effortfulness)))# 
104710866	formidability	impressive	difficulty	 (S1 (NP (JJ impressive)(NN difficulty)))# 
104710866	toughness	impressive	difficulty	 (S1 (NP (JJ impressive)(NN difficulty)))# 
104711031	burdensomeness	burdensome	difficulty	 (S1 (NP (JJ unwelcome)(JJ burdensome)(NN difficulty)))# 
104711031	heaviness	burdensome	difficulty	 (S1 (NP (JJ unwelcome)(JJ burdensome)(NN difficulty)))# 
104711031	onerousness	burdensome	difficulty	 (S1 (NP (JJ unwelcome)(JJ burdensome)(NN difficulty)))# 
104711031	oppressiveness	burdensome	difficulty	 (S1 (NP (JJ unwelcome)(JJ burdensome)(NN difficulty)))# 
104713332	accord	sympathetic	compatibility	 (S1 (NP (JJ sympathetic)(NN compatibility)))# 
104718826	opportuneness	timely	convenience	 (S1 (NP (JJ timely)(NN convenience)))# 
104718826	patness	timely	convenience	 (S1 (NP (JJ timely)(NN convenience)))# 
104718826	timeliness	timely	convenience	 (S1 (NP (JJ timely)(NN convenience)))# 
104729127	admirability	admirable	excellence	 (S1 (NP (JJ admirable)(NN excellence)))# 
104729127	admirableness	admirable	excellence	 (S1 (NP (JJ admirable)(NN excellence)))# 
104729127	wonderfulness	admirable	excellence	 (S1 (NP (JJ admirable)(NN excellence)))# 
104730580	inferiority	inferior	quality	 (S1 (NP (DT an)(JJ inferior)(NN quality)))# 
104734272	fluidity	changeable	quality	 (S1 (NP (DT a)(JJ changeable)(NN quality)))# 
104734272	fluidness	changeable	quality	 (S1 (NP (DT a)(JJ changeable)(NN quality)))# 
104743024	identicalness	exact	sameness	 (S1 (NP (JJ exact)(NN sameness)))# 
104743024	identity	exact	sameness	 (S1 (NP (JJ exact)(NN sameness)))# 
104743024	indistinguishability	exact	sameness	 (S1 (NP (JJ exact)(NN sameness)))# 
104746134	approach	close	approximation	 (S1 (NP (DT a)(JJ close)(NN approximation)))# 
104748426	parity	functional	equality	 (S1 (NP (JJ functional)(NN equality)))# 
104749991	allowance	permissible	difference	 (S1 (NP (DT a)(JJ permissible)(NN difference)))# 
104749991	leeway	permissible	difference	 (S1 (NP (DT a)(JJ permissible)(NN difference)))# 
104749991	margin	permissible	difference	 (S1 (NP (DT a)(JJ permissible)(NN difference)))# 
104749991	tolerance	permissible	difference	 (S1 (NP (DT a)(JJ permissible)(NN difference)))# 
104750414	disparateness	utter	dissimilarity	 (S1 (NP (JJ utter)(NN dissimilarity)))# 
104750414	distinctiveness	utter	dissimilarity	 (S1 (NP (JJ utter)(NN dissimilarity)))# 
104751305	diverseness	noticeable	heterogeneity	 (S1 (NP (JJ noticeable)(NN heterogeneity)))# 
104751305	diversity	noticeable	heterogeneity	 (S1 (NP (JJ noticeable)(NN heterogeneity)))# 
104751305	multifariousness	noticeable	heterogeneity	 (S1 (NP (JJ noticeable)(NN heterogeneity)))# 
104751305	variety	noticeable	heterogeneity	 (S1 (NP (JJ noticeable)(NN heterogeneity)))# 
104753060	disconnect	unbridgeable	disparity	 (S1 (NP (NP (DT an)(JJ unbridgeable)(NN disparity))(PRN (-LRB- -LRB-)(ADVP (IN as)(PP (IN from)(NP (NP (DT a)(NN failure))(PP (IN of)(NP (NN understanding))))))(-RRB- -RRB-))))# 
104753060	disconnection	unbridgeable	disparity	 (S1 (NP (NP (DT an)(JJ unbridgeable)(NN disparity))(PRN (-LRB- -LRB-)(ADVP (IN as)(PP (IN from)(NP (NP (DT a)(NN failure))(PP (IN of)(NP (NN understanding))))))(-RRB- -RRB-))))# 
104753060	gulf	unbridgeable	disparity	 (S1 (NP (NP (DT an)(JJ unbridgeable)(NN disparity))(PRN (-LRB- -LRB-)(ADVP (IN as)(PP (IN from)(NP (NP (DT a)(NN failure))(PP (IN of)(NP (NN understanding))))))(-RRB- -RRB-))))# 
104753799	cert	absolute	certainty	 (S1 (NP (DT an)(JJ absolute)(NN certainty)))# 
104764242	foible	behavioral	attribute	 (S1 (NP (NP (DT a)(JJ behavioral)(NN attribute))(SBAR (WHNP (WDT that))(S (VP (AUX is)(ADJP (ADJP (JJ distinctive))(CC and)(ADJP (JJ peculiar)(PP (TO to)(NP (DT an)(NN individual))))))))))# 
104764242	idiosyncrasy	behavioral	attribute	 (S1 (NP (NP (DT a)(JJ behavioral)(NN attribute))(SBAR (WHNP (WDT that))(S (VP (AUX is)(ADJP (ADJP (JJ distinctive))(CC and)(ADJP (JJ peculiar)(PP (TO to)(NP (DT an)(NN individual))))))))))# 
104764242	mannerism	behavioral	attribute	 (S1 (NP (NP (DT a)(JJ behavioral)(NN attribute))(SBAR (WHNP (WDT that))(S (VP (AUX is)(ADJP (ADJP (JJ distinctive))(CC and)(ADJP (JJ peculiar)(PP (TO to)(NP (DT an)(NN individual))))))))))# 
104766620	complicatedness	puzzling	complexity	 (S1 (NP (JJ puzzling)(NN complexity)))# 
104766620	complication	puzzling	complexity	 (S1 (NP (JJ puzzling)(NN complexity)))# 
104766620	knottiness	puzzling	complexity	 (S1 (NP (JJ puzzling)(NN complexity)))# 
104766620	tortuousness	puzzling	complexity	 (S1 (NP (JJ puzzling)(NN complexity)))# 
104781967	beastliness	unpleasant	nastiness	 (S1 (NP (JJ unpleasant)(NN nastiness)))# 
104783247	authenticity	undisputed	credibility	 (S1 (NP (JJ undisputed)(NN credibility)))# 
104783247	genuineness	undisputed	credibility	 (S1 (NP (JJ undisputed)(NN credibility)))# 
104783247	legitimacy	undisputed	credibility	 (S1 (NP (JJ undisputed)(NN credibility)))# 
104783724	plausibility	apparent	validity	 (S1 (NP (JJ apparent)(NN validity)))# 
104783724	plausibleness	apparent	validity	 (S1 (NP (JJ apparent)(NN validity)))# 
104786326	unaffectedness	personal	manner	 (S1 (NP (NP (DT a)(JJ personal)(NN manner))(SBAR (WHNP (WDT that))(S (VP (AUX is)(RB not)(ADJP (RB consciously)(VBN constrained)))))))# 
104788011	airs	affected	manners	 (S1 (NP (NP (JJ affected)(NNS manners))(VP (VBN intended)(S (VP (TO to)(VP (VB impress)(NP (NNS others))))))))# 
104788011	pose	affected	manners	 (S1 (NP (NP (JJ affected)(NNS manners))(VP (VBN intended)(S (VP (TO to)(VP (VB impress)(NP (NNS others))))))))# 
104789613	vertu	artistic	quality	 (S1 (NP (JJ artistic)(NN quality)))# 
104789613	virtu	artistic	quality	 (S1 (NP (JJ artistic)(NN quality)))# 
104801763	conformity	hardened	conventionality	 (S1 (NP (JJ hardened)(NN conventionality)))# 
104801763	ossification	hardened	conventionality	 (S1 (NP (JJ hardened)(NN conventionality)))# 
104801877	traditionalism	strict	adherence	 (S1 (NP (NP (JJ strict)(NN adherence))(PP (TO to)(NP (JJ traditional)(NNS methods)(CC or)(NNS teachings)))))# 
104801877	traditionality	strict	adherence	 (S1 (NP (NP (JJ strict)(NN adherence))(PP (TO to)(NP (JJ traditional)(NNS methods)(CC or)(NNS teachings)))))# 
104802629	erroneousness	inadvertent	incorrectness	 (S1 (NP (JJ inadvertent)(NN incorrectness)))# 
104802629	error	inadvertent	incorrectness	 (S1 (NP (JJ inadvertent)(NN incorrectness)))# 
104803702	minuteness	great	precision	 (S1 (NP (JJ great)(NN precision)))# 
104818700	brashness	tasteless	showiness	 (S1 (NP (JJ tasteless)(NN showiness)))# 
104818700	flashiness	tasteless	showiness	 (S1 (NP (JJ tasteless)(NN showiness)))# 
104818700	garishness	tasteless	showiness	 (S1 (NP (JJ tasteless)(NN showiness)))# 
104818700	gaudiness	tasteless	showiness	 (S1 (NP (JJ tasteless)(NN showiness)))# 
104818700	glitz	tasteless	showiness	 (S1 (NP (JJ tasteless)(NN showiness)))# 
104818700	loudness	tasteless	showiness	 (S1 (NP (JJ tasteless)(NN showiness)))# 
104818700	meretriciousness	tasteless	showiness	 (S1 (NP (JJ tasteless)(NN showiness)))# 
104818700	tawdriness	tasteless	showiness	 (S1 (NP (JJ tasteless)(NN showiness)))# 
104829550	compassion	humane	quality	 (S1 (NP (NP (DT the)(JJ humane)(NN quality))(PP (IN of)(S (VP (VP (VBG understanding)(NP (NP (DT the)(NN suffering))(PP (IN of)(NP (NNS others)))))(CC and)(VP (VBG wanting)(S (VP (TO to)(VP (AUX do)(NP (NN something))(PP (IN about)(NP (PRP it))))))))))))
104829550	pity	humane	quality	 (S1 (NP (NP (DT the)(JJ humane)(NN quality))(PP (IN of)(S (VP (VP (VBG understanding)(NP (NP (DT the)(NN suffering))(PP (IN of)(NP (NNS others)))))(CC and)(VP (VBG wanting)(S (VP (TO to)(VP (AUX do)(NP (NN something))(PP (IN about)(NP (PRP it))))))))))))
104833458	stinginess	general	unwillingness	 (S1 (NP (NP (DT a)(JJ general)(NN unwillingness))(PP (TO to)(NP (NP (NN part))(PP (IN with)(NP (NN money)))))))# 
104833687	closeness	extreme	stinginess	 (S1 (NP (JJ extreme)(NN stinginess)))# 
104833687	meanness	extreme	stinginess	 (S1 (NP (JJ extreme)(NN stinginess)))# 
104833687	minginess	extreme	stinginess	 (S1 (NP (JJ extreme)(NN stinginess)))# 
104833687	niggardliness	extreme	stinginess	 (S1 (NP (JJ extreme)(NN stinginess)))# 
104833687	niggardness	extreme	stinginess	 (S1 (NP (JJ extreme)(NN stinginess)))# 
104833687	parsimoniousness	extreme	stinginess	 (S1 (NP (JJ extreme)(NN stinginess)))# 
104833687	parsimony	extreme	stinginess	 (S1 (NP (JJ extreme)(NN stinginess)))# 
104833687	tightfistedness	extreme	stinginess	 (S1 (NP (JJ extreme)(NN stinginess)))# 
104833687	tightness	extreme	stinginess	 (S1 (NP (JJ extreme)(NN stinginess)))# 
104835260	narcism	exceptional	interest	 (S1 (NP (NP (DT an)(JJ exceptional)(NN interest))(PP (IN in)(NP (NP (CC and)(NN admiration))(PP (IN for)(NP (PRP yourself)))))))# 
104835260	narcissism	exceptional	interest	 (S1 (NP (NP (DT an)(JJ exceptional)(NN interest))(PP (IN in)(NP (NP (CC and)(NN admiration))(PP (IN for)(NP (PRP yourself)))))))# 
104835260	self-love	exceptional	interest	 (S1 (NP (NP (DT an)(JJ exceptional)(NN interest))(PP (IN in)(NP (NP (CC and)(NN admiration))(PP (IN for)(NP (PRP yourself)))))))# 
104836268	ambition	strong	drive	 (S1 (NP (NP (DT a)(JJ strong)(NN drive))(PP (IN for)(NP (NN success)))))# 
104836268	ambitiousness	strong	drive	 (S1 (NP (NP (DT a)(JJ strong)(NN drive))(PP (IN for)(NP (NN success)))))# 
104837615	combativeness	militant	aggressiveness	 (S1 (NP (DT a)(JJ militant)(NN aggressiveness)))# 
104837615	militance	militant	aggressiveness	 (S1 (NP (DT a)(JJ militant)(NN aggressiveness)))# 
104837615	militancy	militant	aggressiveness	 (S1 (NP (DT a)(JJ militant)(NN aggressiveness)))# 
104838210	boldness	impudent	aggressiveness	 (S1 (NP (JJ impudent)(NN aggressiveness)))# 
104838210	brass	impudent	aggressiveness	 (S1 (NP (JJ impudent)(NN aggressiveness)))# 
104838210	cheek	impudent	aggressiveness	 (S1 (NP (JJ impudent)(NN aggressiveness)))# 
104838210	face	impudent	aggressiveness	 (S1 (NP (JJ impudent)(NN aggressiveness)))# 
104838210	nerve	impudent	aggressiveness	 (S1 (NP (JJ impudent)(NN aggressiveness)))# 
104842029	delicacy	skillful	handling	 (S1 (NP (NP (RB subtly)(JJ skillful)(NN handling))(PP (IN of)(NP (DT a)(NN situation)))))# 
104842029	diplomacy	skillful	handling	 (S1 (NP (NP (RB subtly)(JJ skillful)(NN handling))(PP (IN of)(NP (DT a)(NN situation)))))# 
104842029	discreetness	skillful	handling	 (S1 (NP (NP (RB subtly)(JJ skillful)(NN handling))(PP (IN of)(NP (DT a)(NN situation)))))# 
104842029	finesse	skillful	handling	 (S1 (NP (NP (RB subtly)(JJ skillful)(NN handling))(PP (IN of)(NP (DT a)(NN situation)))))# 
104842232	address	social	skill	 (S1 (NP (JJ social)(NN skill)))# 
104842232	savoir-faire	social	skill	 (S1 (NP (JJ social)(NN skill)))# 
104842788	malignance	ill	will	 (S1 (NP (JJ intense)(JJ ill)(NN will)))# 
104842788	malignancy	ill	will	 (S1 (NP (JJ intense)(JJ ill)(NN will)))# 
104842788	malignity	ill	will	 (S1 (NP (JJ intense)(JJ ill)(NN will)))# 
104843429	defensiveness	excessive	sensitivity	 (S1 (NP (NP (JJ excessive)(NN sensitivity))(PP (TO to)(NP (NN criticism)))))# 
104850996	corruption	moral	perversion	 (S1 (NP (JJ moral)(NN perversion)))# 
104850996	degeneracy	moral	perversion	 (S1 (NP (JJ moral)(NN perversion)))# 
104850996	depravation	moral	perversion	 (S1 (NP (JJ moral)(NN perversion)))# 
104850996	depravity	moral	perversion	 (S1 (NP (JJ moral)(NN perversion)))# 
104850996	putrefaction	moral	perversion	 (S1 (NP (JJ moral)(NN perversion)))# 
104853873	frailty	moral	weakness	 (S1 (NP (JJ moral)(NN weakness)))# 
104853873	vice	moral	weakness	 (S1 (NP (JJ moral)(NN weakness)))# 
104856621	precariousness	extreme	dangerousness	 (S1 (NP (JJ extreme)(NN dangerousness)))# 
104858089	dauntlessness	resolute	courageousness	 (S1 (NP (JJ resolute)(NN courageousness)))# 
104858089	intrepidity	resolute	courageousness	 (S1 (NP (JJ resolute)(NN courageousness)))# 
104858632	coolness	fearless	self-possession	 (S1 (NP (NP (JJ fearless)(NN self-possession))(PP (IN in)(NP (NP (DT the)(NN face))(PP (IN of)(NP (NN danger)))))))# 
104858632	nervelessness	fearless	self-possession	 (S1 (NP (NP (JJ fearless)(NN self-possession))(PP (IN in)(NP (NP (DT the)(NN face))(PP (IN of)(NP (NN danger)))))))# 
104860272	cravenness	meanspirited	cowardice	 (S1 (NP (JJ meanspirited)(NN cowardice)))# 
104860985	pusillanimity	contemptible	fearfulness	 (S1 (NP (JJ contemptible)(NN fearfulness)))# 
104860985	pusillanimousness	contemptible	fearfulness	 (S1 (NP (JJ contemptible)(NN fearfulness)))# 
104861143	poltroonery	abject	pusillanimity	 (S1 (NP (JJ abject)(NN pusillanimity)))# 
104861221	dastardliness	despicable	cowardice	 (S1 (NP (JJ despicable)(NN cowardice)))# 
104864515	doggedness	persistent	determination	 (S1 (NP (JJ persistent)(NN determination)))# 
104864515	perseverance	persistent	determination	 (S1 (NP (JJ persistent)(NN determination)))# 
104864515	persistence	persistent	determination	 (S1 (NP (JJ persistent)(NN determination)))# 
104864515	persistency	persistent	determination	 (S1 (NP (JJ persistent)(NN determination)))# 
104864515	pertinacity	persistent	determination	 (S1 (NP (JJ persistent)(NN determination)))# 
104864515	tenaciousness	persistent	determination	 (S1 (NP (JJ persistent)(NN determination)))# 
104864515	tenacity	persistent	determination	 (S1 (NP (JJ persistent)(NN determination)))# 
104864824	indefatigability	tireless	determination	 (S1 (NP (JJ tireless)(NN determination)))# 
104864824	indefatigableness	tireless	determination	 (S1 (NP (JJ tireless)(NN determination)))# 
104864824	tirelessness	tireless	determination	 (S1 (NP (JJ tireless)(NN determination)))# 
104865016	steadfastness	steadfast	resolution	 (S1 (NP (JJ steadfast)(NN resolution)))# 
104866238	studiousness	diligent	study	 (S1 (NP (JJ diligent)(NN study)))# 
104866365	bookishness	exaggerated	studiousness	 (S1 (NP (JJ exaggerated)(NN studiousness)))# 
104868505	fulsomeness	self-serving	earnestness	 (S1 (NP (JJ smug)(JJ self-serving)(NN earnestness)))# 
104868505	oiliness	self-serving	earnestness	 (S1 (NP (JJ smug)(JJ self-serving)(NN earnestness)))# 
104868505	oleaginousness	self-serving	earnestness	 (S1 (NP (JJ smug)(JJ self-serving)(NN earnestness)))# 
104868505	smarminess	self-serving	earnestness	 (S1 (NP (JJ smug)(JJ self-serving)(NN earnestness)))# 
104868505	unction	self-serving	earnestness	 (S1 (NP (JJ smug)(JJ self-serving)(NN earnestness)))# 
104868505	unctuousness	self-serving	earnestness	 (S1 (NP (JJ smug)(JJ self-serving)(NN earnestness)))# 
104869569	integrity	moral	soundness	 (S1 (NP (JJ moral)(NN soundness)))# 
104875113	meretriciousness	seeming	plausibility	 (S1 (NP (JJ seeming)(NN plausibility)))# 
104875113	speciousness	seeming	plausibility	 (S1 (NP (JJ seeming)(NN plausibility)))# 
104876888	cunning	crafty	artfulness	 (S1 (NP (NP (JJ crafty)(NN artfulness))(PRN (-LRB- -LRB-)(PP (ADVP (RB especially))(IN in)(NP (NN deception)))(-RRB- -RRB-))))# 
104878646	chauvinism	fanatical	patriotism	 (S1 (NP (JJ fanatical)(NN patriotism)))# 
104878646	jingoism	fanatical	patriotism	 (S1 (NP (JJ fanatical)(NN patriotism)))# 
104878646	superpatriotism	fanatical	patriotism	 (S1 (NP (JJ fanatical)(NN patriotism)))# 
104878646	ultranationalism	fanatical	patriotism	 (S1 (NP (JJ fanatical)(NN patriotism)))# 
104885398	abandon	reckless	freedom	 (S1 (NP (NP (JJ reckless)(NN freedom))(PP (IN from)(NP (NN inhibition)(CC or)(NN worry)))))# 
104885398	unconstraint	reckless	freedom	 (S1 (NP (NP (JJ reckless)(NN freedom))(PP (IN from)(NP (NN inhibition)(CC or)(NN worry)))))# 
104885398	wantonness	reckless	freedom	 (S1 (NP (NP (JJ reckless)(NN freedom))(PP (IN from)(NP (NN inhibition)(CC or)(NN worry)))))# 
104886235	greediness	excessive	desire	 (S1 (NP (NP (DT an)(JJ excessive)(NN desire))(PP (IN for)(NP (NN food)))))# 
104886235	hoggishness	excessive	desire	 (S1 (NP (NP (DT an)(JJ excessive)(NN desire))(PP (IN for)(NP (NN food)))))# 
104886235	piggishness	excessive	desire	 (S1 (NP (NP (DT an)(JJ excessive)(NN desire))(PP (IN for)(NP (NN food)))))# 
104886402	edacity	extreme	gluttony	 (S1 (NP (JJ extreme)(NN gluttony)))# 
104886402	esurience	extreme	gluttony	 (S1 (NP (JJ extreme)(NN gluttony)))# 
104886402	rapaciousness	extreme	gluttony	 (S1 (NP (JJ extreme)(NN gluttony)))# 
104886402	rapacity	extreme	gluttony	 (S1 (NP (JJ extreme)(NN gluttony)))# 
104886402	voraciousness	extreme	gluttony	 (S1 (NP (JJ extreme)(NN gluttony)))# 
104886402	voracity	extreme	gluttony	 (S1 (NP (JJ extreme)(NN gluttony)))# 
104887129	conceit	false	pride	 (S1 (NP (JJ false)(NN pride)))# 
104887129	conceitedness	false	pride	 (S1 (NP (JJ false)(NN pride)))# 
104887129	vanity	false	pride	 (S1 (NP (JJ false)(NN pride)))# 
104887373	boastfulness	outspoken	conceit	 (S1 (NP (JJ outspoken)(NN conceit)))# 
104887373	vainglory	outspoken	conceit	 (S1 (NP (JJ outspoken)(NN conceit)))# 
104887497	egotism	exaggerated	opinion	 (S1 (NP (NP (DT an)(JJ exaggerated)(NN opinion))(PP (IN of)(NP (PRP your)(JJ own)(NN importance)))))# 
104887497	self-importance	exaggerated	opinion	 (S1 (NP (NP (DT an)(JJ exaggerated)(NN opinion))(PP (IN of)(NP (PRP your)(JJ own)(NN importance)))))# 
104891683	absurdity	ludicrous	folly	 (S1 (NP (DT a)(JJ ludicrous)(NN folly)))# 
104891683	fatuity	ludicrous	folly	 (S1 (NP (DT a)(JJ ludicrous)(NN folly)))# 
104891683	fatuousness	ludicrous	folly	 (S1 (NP (DT a)(JJ ludicrous)(NN folly)))# 
104891683	silliness	ludicrous	folly	 (S1 (NP (DT a)(JJ ludicrous)(NN folly)))# 
104893525	parsimoniousness	extreme	care	 (S1 (NP (NP (JJ extreme)(NN care))(PP (IN in)(S (VP (VBG spending)(NP (NN money)))))))# 
104893525	parsimony	extreme	care	 (S1 (NP (NP (JJ extreme)(NN care))(PP (IN in)(S (VP (VBG spending)(NP (NN money)))))))# 
104893525	penny-pinching	extreme	care	 (S1 (NP (NP (JJ extreme)(NN care))(PP (IN in)(S (VP (VBG spending)(NP (NN money)))))))# 
104893525	thrift	extreme	care	 (S1 (NP (NP (JJ extreme)(NN care))(PP (IN in)(S (VP (VBG spending)(NP (NN money)))))))# 
104896878	slovenliness	habitual	uncleanliness	 (S1 (NP (JJ habitual)(NN uncleanliness)))# 
104898087	manners	social	deportment	 (S1 (NP (JJ social)(NN deportment)))# 
104899031	appropriateness	appropriate	conduct	 (S1 (NP (JJ appropriate)(NN conduct)))# 
