ID	Word	W1	W2	DEF_SYNT
1102	goaltender	prevent	players	(S1 (NP (NP (DT the) (JJ defensive) (NN position)) (PP (IN on) (NP (NP (DT an) (NN ice) (NN hockey) (CC or) (NN soccer) (CC or) (NN lacrosse) (NN team)) (SBAR (WHNP (WP who)) (S (VP (VP (VBZ stands) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT the) (NN goal)))))) (CC and) (VP (VBZ tries) (S (VP (TO to) (VP (VB prevent) (NP (VBG opposing) (NNS players)) (PP (IN from) (NP (NN scoring))))))))))))))#
1103	netkeeper	prevent	players	(S1 (NP (NP (DT the) (JJ defensive) (NN position)) (PP (IN on) (NP (NP (DT an) (NN ice) (NN hockey) (CC or) (NN soccer) (CC or) (NN lacrosse) (NN team)) (SBAR (WHNP (WP who)) (S (VP (VP (VBZ stands) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT the) (NN goal)))))) (CC and) (VP (VBZ tries) (S (VP (TO to) (VP (VB prevent) (NP (VBG opposing) (NNS players)) (PP (IN from) (NP (NN scoring))))))))))))))#
1104	tetherball	use	rackets	(S1 (S (NP (NP (DT a) (NN game)) (PP (IN with) (NP (NP (CD two) (NNS players)) (SBAR (WHNP (WP who)) (S (VP (VBP use) (NP (NNS rackets)) (S (VP (TO to) (VP (VB strike) (NP (NP (DT a) (NN ball)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (ADJP (JJ tethered) (PP (TO to) (NP (NP (DT the) (NN top)) (PP (IN of) (NP (DT a) (NN pole))))))))))))))))))) (: ;) (NP (DT the) (NN object)) (VP (VBZ is) (S (VP (TO to) (VP (VB wrap) (NP (NP (DT the) (NN string)) (PP (IN around) (NP (DT the) (NN pole))))))))))#
1105	golf	is	use	(S1 (S (S (NP (DT a) (NN game)) (VP (VBD played) (PP (IN on) (NP (NP (DT a) (JJ large) (JJ open) (NN course)) (PP (IN with) (NP (QP (CD 9) (CC or) (CD 18)) (NNS holes))))))) (: ;) (S (NP (DT the) (NN object)) (VP (VBZ is) (NP (NP (NN use)) (PP (IN as) (NP (NP (JJ few) (NNS strokes)) (PP (IN as) (ADJP (JJ possible))) (PP (IN in) (S (VP (VBG playing) (NP (PDT all) (DT the) (NNS holes))))))))))))#
1106	croquet	hit	ball	(S1 (NP (NP (DT a) (NN game)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (S (NP (NNS players)) (VP (VBP hit) (NP (DT a) (JJ wooden) (NN ball)) (PP (IN through) (NP (NP (DT a) (NN series)) (PP (IN of) (NP (NNS hoops))))))) (: ;) (S (NP (DT the) (NN winner)) (VP (VBZ is) (NP (NP (DT the) (JJ first)) (SBAR (S (VP (TO to) (VP (VP (NNP traverse) (NP (PDT all) (DT the) (NNS hoops))) (CC and) (VP (VB hit) (NP (DT a) (NNP peg))))))))))))))#
1107	paintball	simulates	combat	(S1 (NP (NP (DT a) (NN game)) (SBAR (WHNP (WDT that)) (S (VP (VBZ simulates) (NP (NP (JJ military) (NN combat)) (: ;) (S (NP (NP (NNS players)) (PP (IN on) (NP (CD one) (NN team)))) (VP (VBP try) (S (VP (TO to) (VP (VB eliminate) (NP (NP (NNS players)) (PP (IN on) (NP (DT the) (VBG opposing) (NN team)))) (PP (IN by) (S (VP (VBG shooting) (NP (NP (NNS capsules)) (PP (IN of) (NP (NN paint)))) (PP (IN at) (NP (PRP them)))))))))))))))))#
1108	shuffleboard	use	sticks	(S1 (NP (NP (DT a) (NN game)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (NNS players)) (VP (VBP use) (NP (JJ long) (NNS sticks)) (S (VP (TO to) (VP (VB shove) (NP (JJ wooden) (NNS disks)) (PP (IN onto) (NP (NP (DT the) (JJ scoring) (NN area)) (VP (VBN marked) (PP (IN on) (NP (DT a) (JJ smooth) (NN surface))))))))))))))#
1109	shovelboard	use	sticks	(S1 (NP (NP (DT a) (NN game)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (NNS players)) (VP (VBP use) (NP (JJ long) (NNS sticks)) (S (VP (TO to) (VP (VB shove) (NP (JJ wooden) (NNS disks)) (PP (IN onto) (NP (NP (DT the) (JJ scoring) (NN area)) (VP (VBN marked) (PP (IN on) (NP (DT a) (JJ smooth) (NN surface))))))))))))))#
1110	shinny	using	ball	(S1 (S (NP (NP (DT a) (JJ simple) (NN version)) (PP (IN of) (NP (NN hockey)))) (VP (VBD played) (PP (IN by) (NP (NNS children))) (PP (IN on) (NP (DT the) (NNS streets))) (PRN (-LRB- -LRB-) (CC or) (PP (PP (IN on) (NP (NN ice))) (CC or) (PP (IN on) (NP (DT a) (NN field)))) (-RRB- -RRB-)) (S (VP (VBG using) (NP (DT a) (NN ball) (CC or) (NN can)) (PP (IN as) (NP (DT the) (NN puck))))))))#
1111	shinney	using	ball	(S1 (S (NP (NP (DT a) (JJ simple) (NN version)) (PP (IN of) (NP (NN hockey)))) (VP (VBD played) (PP (IN by) (NP (NNS children))) (PP (IN on) (NP (DT the) (NNS streets))) (PRN (-LRB- -LRB-) (CC or) (PP (PP (IN on) (NP (NN ice))) (CC or) (PP (IN on) (NP (DT a) (NN field)))) (-RRB- -RRB-)) (S (VP (VBG using) (NP (DT a) (NN ball) (CC or) (NN can)) (PP (IN as) (NP (DT the) (NN puck))))))))#
1112	football	propel	ball	(S1 (S (NP (NP (DT any)) (PP (IN of) (NP (JJ various) (NNS games)))) (VP (VBN played) (PP (IN with) (NP (NP (DT a) (NN ball)) (PRN (-LRB- -LRB-) (ADJP (JJ round) (CC or) (JJ oval)) (-RRB- -RRB-)) (PP (IN in) (SBAR (WHNP (WDT which)) (S (NP (CD two) (NNS teams)) (VP (VBP try) (S (VP (TO to) (VP (VP (VB kick) (CC or) (VB carry)) (CC or) (VP (VB propel) (NP (DT the) (NN ball)) (PP (IN into) (NP (NP (DT each) (JJ other) (POS 's)) (NN goal))))))))))))))))#
1113	baseball	take	turns	(S1 (S (S (NP (DT a) (NN ball) (NN game)) (VP (VBD played) (PP (IN with) (NP (NP (DT a) (NN bat) (CC and) (NN ball)) (PP (IN between) (NP (NP (CD two) (NNS teams)) (PP (IN of) (NP (CD nine) (NNS players))))))))) (: ;) (S (NP (NNS teams)) (VP (VB take) (NP (NNS turns)) (PP (IN at) (NP (NP (NN bat)) (VP (VBG trying) (PP (TO to) (NP (NN score) (NNS runs))))))))))#
1114	no-hitter	allows	team	(S1 (NP (NP (DT a) (NN game)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (DT a) (NN pitcher)) (VP (VBZ allows) (NP (DT the) (JJ opposing) (NN team)) (NP (DT no) (NNS hits)))))))#
1115	two-hitter	allows	team	(S1 (NP (NP (DT a) (NN game)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (DT a) (NN pitcher)) (VP (VBZ allows) (NP (DT the) (JJ opposing) (NN team)) (NP (QP (RB only) (CD 2)) (NNS hits)))))))#
1116	2-hitter	allows	team	(S1 (NP (NP (DT a) (NN game)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (DT a) (NN pitcher)) (VP (VBZ allows) (NP (DT the) (JJ opposing) (NN team)) (NP (QP (RB only) (CD 2)) (NNS hits)))))))#
1117	three-hitter	allows	team	(S1 (NP (NP (DT a) (NN game)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (DT a) (NN pitcher)) (VP (VBZ allows) (NP (DT the) (JJ opposing) (NN team)) (NP (QP (RB only) (CD 3)) (NNS hits)))))))#
1118	3-hitter	allows	team	(S1 (NP (NP (DT a) (NN game)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (DT a) (NN pitcher)) (VP (VBZ allows) (NP (DT the) (JJ opposing) (NN team)) (NP (QP (RB only) (CD 3)) (NNS hits)))))))#
1119	four-hitter	allows	team	(S1 (NP (NP (DT a) (NN game)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (DT a) (NN pitcher)) (VP (VBZ allows) (NP (DT the) (JJ opposing) (NN team) (CD 4) (NNS hits)))))))#
1120	4-hitter	allows	team	(S1 (NP (NP (DT a) (NN game)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (DT a) (NN pitcher)) (VP (VBZ allows) (NP (DT the) (JJ opposing) (NN team) (CD 4) (NNS hits)))))))#
1121	five-hitter	allows	team	(S1 (NP (NP (DT a) (NN game)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (DT a) (NN pitcher)) (VP (VBZ allows) (NP (DT the) (JJ opposing) (NN team) (CD 5) (NNS hits)))))))#
1122	5-hitter	allows	team	(S1 (NP (NP (DT a) (NN game)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (DT a) (NN pitcher)) (VP (VBZ allows) (NP (DT the) (JJ opposing) (NN team) (CD 5) (NNS hits)))))))#
1123	softball	resembling	baseball	(S1 (NP (NP (DT a) (NN game)) (VP (ADVP (RB closely)) (VBG resembling) (NP (NP (NN baseball)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (VP (VBN played) (PP (PP (IN on) (NP (DT a) (JJR smaller) (NN diamond))) (CC and) (PP (IN with) (NP (NP (DT a) (NN ball)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (ADJP (JJR larger) (CC and) (JJR softer))))))))))))))))#
1124	cricket	take	turns	(S1 (S (S (NP (DT a) (NN game)) (VP (VBN played) (PP (IN with) (NP (DT a) (NN ball) (CC and) (NN bat))) (PP (IN by) (NP (NP (CD two) (NNS teams)) (PP (IN of) (NP (CD 11) (NNS players))))))) (: ;) (S (NP (NNS teams)) (VP (VBP take) (NP (NP (NNS turns)) (VP (VBG trying) (PP (TO to) (NP (NN score) (NNS runs)))))))))#
1125	run-up	gathers	speed	(S1 (NP (NP (DT the) (NN approach) (NN run)) (SBAR (WHPP (IN during) (WHNP (WDT which))) (S (NP (DT an) (NN athlete)) (VP (VBZ gathers) (NP (NN speed)))))))#
1126	googly	break	way	(S1 (S (NP (DT a) (NN cricket) (NN ball)) (VP (VBD bowled) (SBAR (IN as) (IN if) (S (VP (TO to) (VP (VB break) (NP (NP (CD one) (NN way)) (SBAR (WHNP (WDT that)) (S (ADVP (RB actually)) (VP (VBZ breaks) (PP (IN in) (NP (DT the) (JJ opposite) (NN way))))))))))))))#
1127	bosie	break	way	(S1 (S (NP (DT a) (NN cricket) (NN ball)) (VP (VBD bowled) (SBAR (IN as) (IN if) (S (VP (TO to) (VP (VB break) (NP (NP (CD one) (NN way)) (SBAR (WHNP (WDT that)) (S (ADVP (RB actually)) (VP (VBZ breaks) (PP (IN in) (NP (DT the) (JJ opposite) (NN way))))))))))))))#
1128	lacrosse	use	rackets	(S1 (S (S (NP (DT a) (NN game)) (VP (VBN invented) (PP (IN by) (NP (NNP American) (NNPS Indians))))) (: ;) (S (ADVP (RB now)) (VP (VBN played) (PP (IN by) (NP (NP (CD two) (NNS teams)) (SBAR (WHNP (WP who)) (S (VP (VP (VBP use) (NP (JJ long-handled) (NNS rackets)) (S (VP (TO to) (VP (VB catch) (CC and) (VB carry))))) (CC and) (VP (VBP throw) (NP (DT the) (NN ball)) (PP (IN toward) (NP (NP (DT the) (NNS opponents) (POS ')) (NN goal)))))))))))))#
1129	polo	field	hockey	(S1 (NP (NP (DT a) (NN game)) (UCP (ADJP (JJ similar) (S (VP (TO to) (VP (VB field) (NP (NN hockey)))))) (CC but) (VP (VBN played) (PP (IN on) (S (ADVP (RB horseback)) (VP (VBG using) (NP (NP (JJ long-handled) (NNS mallets)) (CC and) (NP (DT a) (JJ wooden) (NN ball))))))))))#
1130	pushball	using	leather	(S1 (NP (NP (NP (DT a) (NN game)) (VP (VBG using) (NP (NP (DT a) (NN leather) (NN ball)) (NP (CD six) (NNS feet)) (PP (IN in) (NP (NN diameter)))))) (: ;) (NP (NP (DT the) (CD two) (NN side) (NN try)) (SBAR (S (VP (TO to) (VP (VB push) (NP (PRP it)) (PP (IN across) (NP (NP (DT the) (NNS opponents) (POS ')) (NN goal))))))))))#
1131	soccer	head	ball	(S1 (NP (NP (DT a) (NN football) (NN game)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (NP (CD two) (NNS teams)) (PP (IN of) (NP (CD 11) (NNS players)))) (VP (VBP try) (S (VP (TO to) (VP (VB kick) (CC or) (VB head) (NP (DT a) (NN ball)) (PP (IN into) (NP (NP (DT the) (NNS opponents) (POS ')) (NN goal)))))))))))#
1132	handball	strike	rubber	(S1 (S (NP (DT a) (NN game)) (VP (VBD played) (PP (PP (IN in) (NP (DT a) (JJ walled) (NN court))) (CC or) (PP (IN against) (NP (DT a) (JJ single) (NN wall)))) (PP (IN by) (NP (NP (QP (CD two) (CC or) (CD four)) (NNS players)) (SBAR (WHNP (WP who)) (S (VP (VBP strike) (NP (DT a) (NN rubber) (NN ball)) (PP (IN with) (NP (PRP$ their) (NNS hands)))))))))))#
1133	squash	strike	ball	(S1 (S (NP (DT a) (NN game)) (VP (VBD played) (PP (IN in) (NP (DT an) (VBN enclosed) (NN court))) (PP (IN by) (NP (NP (QP (CD two) (CC or) (CD four)) (NNS players)) (SBAR (WHNP (WP who)) (S (VP (VBP strike) (NP (DT the) (NN ball)) (PP (IN with) (NP (JJ long-handled) (NNS rackets)))))))))))#
1134	volleyball	hit	ball	(S1 (NP (NP (DT a) (NN game)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (CD two) (NNS teams)) (VP (VBP hit) (NP (DT an) (JJ inflated) (NN ball)) (PP (IN over) (NP (NP (DT a) (JJ high) (NN net)) (VP (VBG using) (NP (PRP$ their) (NNS hands))))))))))#
1135	badminton	volley	shuttlecock	(S1 (S (NP (DT a) (NN game)) (VP (VBD played) (PP (IN on) (NP (NP (DT a) (NN court)) (PP (IN with) (NP (NP (JJ light) (JJ long-handled) (NNS rackets)) (VP (VBN used) (S (VP (TO to) (VP (VB volley) (NP (NP (DT a) (NN shuttlecock)) (PP (IN over) (NP (DT a) (NN net)))))))))))))))#
1136	basketball	throwing	ball	(S1 (S (S (NP (DT a) (NN game)) (VP (VBD played) (PP (IN on) (NP (DT a) (NN court))) (PP (IN by) (NP (NP (CD two) (JJ opposing) (NNS teams)) (PP (IN of) (NP (CD 5) (NNS players))))))) (: ;) (S (NP (NNS points)) (VP (VBP are) (VP (VBN scored) (PP (IN by) (S (VP (VBG throwing) (NP (DT the) (NN ball)) (PP (IN through) (NP (DT an) (JJ elevated) (JJ horizontal) (NN hoop)))))))))))#
1137	hoops	throwing	ball	(S1 (S (S (NP (DT a) (NN game)) (VP (VBD played) (PP (IN on) (NP (DT a) (NN court))) (PP (IN by) (NP (NP (CD two) (JJ opposing) (NNS teams)) (PP (IN of) (NP (CD 5) (NNS players))))))) (: ;) (S (NP (NNS points)) (VP (VBP are) (VP (VBN scored) (PP (IN by) (S (VP (VBG throwing) (NP (DT the) (NN ball)) (PP (IN through) (NP (DT an) (JJ elevated) (JJ horizontal) (NN hoop)))))))))))#
1138	tip-off	starting	basketball	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG starting) (NP (NP (DT a) (NN basketball) (NN game)) (PP (IN with) (NP (DT a) (NN jump) (NN ball)))))))))#
1139	tap-off	starting	basketball	(S1 (NP (NP (DT the) (NN act)) (PP (IN of) (S (VP (VBG starting) (NP (NP (DT a) (NN basketball) (NN game)) (PP (IN with) (NP (DT a) (NN jump) (NN ball)))))))))#
1140	netball	resembles	basketball	(S1 (S (NP (NP (DT a) (NN team) (NN game)) (SBAR (WHNP (WDT that)) (S (VP (VBZ resembles) (NP (NN basketball)))))) (: ;) (S (NP (DT a) (NN soccer) (NN ball)) (VP (VBZ is) (S (VP (TO to) (VP (VB be) (VP (VBN thrown) (SBAR (IN so) (IN that) (S (NP (PRP it)) (VP (VBZ passes) (PP (IN through) (NP (DT a) (NN ring))) (PP (IN on) (NP (NP (DT the) (NN top)) (PP (IN of) (NP (DT a) (NN post))))))))))))))))#
1141	tennis	hit	ball	(S1 (S (NP (DT a) (NN game)) (VP (VBD played) (PP (IN with) (NP (NP (NNS rackets)) (PP (IN by) (NP (NP (QP (CD two) (CC or) (CD four)) (NNS players)) (SBAR (WHNP (WP who)) (S (VP (VBD hit) (NP (DT a) (NN ball)) (ADVP (RB back) (CC and) (RB forth)) (PP (IN over) (NP (NP (DT a) (NN net)) (SBAR (WHNP (WDT that)) (S (VP (VBZ divides) (NP (DT the) (NN court)))))))))))))))))#
1142	equalizer	makes	match	(S1 (NP (NP (DT a) (NN score)) (SBAR (WHNP (WDT that)) (S (VP (VBZ makes) (NP (DT the) (NN match)) (ADVP (RB even)))))))#
1143	hide-and-seek	covers	eyes	(S1 (S (NP (NP (DT a) (NN game)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (DT a) (NN child)) (VP (VBZ covers) (NP (PRP$ his) (NNS eyes)) (SBAR (IN while) (S (NP (DT the) (JJ other) (NNS players)) (VP (VB hide) (ADVP (RB then))))))))) (VP (VBZ tries) (S (VP (TO to) (VP (VB find) (NP (PRP them))))))))#
1144	hopscotch	tosses	stone	(S1 (NP (NP (DT a) (NN game)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (DT a) (NN child)) (VP (VP (VP (VBZ tosses) (NP (DT a) (NN stone)) (PP (IN into) (NP (NP (DT an) (NN area)) (VP (VBN drawn) (PP (IN on) (NP (DT the) (NN ground))))))) (CC and) (ADVP (RB then)) (VP (VBZ hops) (PP (IN through) (NP (PRP it))))) (CC and) (ADVP (RB back)) (VP (TO to) (VP (VB regain) (NP (DT the) (NN stone)))))))))#
1145	jackstraws	pick	jackstraw	(S1 (NP (NP (DT a) (NN game)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (NNS players)) (VP (VBP try) (S (VP (TO to) (VP (VB pick) (NP (DT each) (NN jackstraw)) (PRN (-LRB- -LRB-) (CC or) (VB spillikin) (-RRB- -RRB-)) (PP (IN off) (PP (IN of) (NP (DT a) (NN pile)))) (PP (IN without) (S (VP (VBG moving) (NP (NP (DT any)) (PP (IN of) (NP (DT the) (NNS others)))))))))))))))#
1146	spillikins	pick	jackstraw	(S1 (NP (NP (DT a) (NN game)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (NNS players)) (VP (VBP try) (S (VP (TO to) (VP (VB pick) (NP (DT each) (NN jackstraw)) (PRN (-LRB- -LRB-) (CC or) (VB spillikin) (-RRB- -RRB-)) (PP (IN off) (PP (IN of) (NP (DT a) (NN pile)))) (PP (IN without) (S (VP (VBG moving) (NP (NP (DT any)) (PP (IN of) (NP (DT the) (NNS others)))))))))))))))#
1147	mumblety-peg	flip	jackknife	(S1 (NP (DT a) (NN game) (SBAR (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (NNS players)) (VP (VB throw) (CC or) (VB flip) (NP (DT a) (NN jackknife)) (PP (IN in) (NP (JJ various) (NNS ways)))))) (CC so) (SBAR (IN that) (S (NP (DT the) (NN knife)) (VP (VBZ sticks) (PP (IN in) (NP (DT the) (NN ground)))))))))#
1148	mumble-the-peg	flip	jackknife	(S1 (NP (DT a) (NN game) (SBAR (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (NNS players)) (VP (VB throw) (CC or) (VB flip) (NP (DT a) (NN jackknife)) (PP (IN in) (NP (JJ various) (NNS ways)))))) (CC so) (SBAR (IN that) (S (NP (DT the) (NN knife)) (VP (VBZ sticks) (PP (IN in) (NP (DT the) (NN ground)))))))))#
1149	peekaboo	hide	face	(S1 (S (S (NP (DT a) (NN game)) (VP (VBD played) (PP (IN with) (NP (JJ young) (NNS children))))) (: ;) (S (NP (PRP you)) (VP (VP (VB hide) (NP (PRP$ your) (NN face))) (CC and) (VP (ADVP (RB suddenly)) (VB reveal) (NP (PRP it)) (SBAR (IN as) (S (NP (PRP you)) (VP (VBP say) (NP (NN boo)))))))) (. !)))#
1150	bopeep	hide	face	(S1 (S (S (NP (DT a) (NN game)) (VP (VBD played) (PP (IN with) (NP (JJ young) (NNS children))))) (: ;) (S (NP (PRP you)) (VP (VP (VB hide) (NP (PRP$ your) (NN face))) (CC and) (VP (ADVP (RB suddenly)) (VB reveal) (NP (PRP it)) (SBAR (IN as) (S (NP (PRP you)) (VP (VBP say) (NP (NN boo)))))))) (. !)))#
1151	tiddlywinks	flip	plastic	(S1 (NP (NP (DT a) (NN game)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (NNS players)) (VP (VBP try) (S (VP (TO to) (VP (VB flip) (NP (NN plastic) (NNS disks)) (PP (IN into) (NP (DT a) (NN cup))) (PP (IN by) (S (VP (VBG pressing) (NP (PRP them)) (PP (IN on) (NP (DT the) (NN side))) (ADVP (RB sharply)) (PP (IN with) (NP (DT a) (JJR larger) (NN disk))))))))))))))#
1152	cards	playing	cards	(S1 (S (NP (DT a) (NN game)) (VP (VBD played) (PP (IN with) (S (VP (VBG playing) (NP (NNS cards))))))))#
1153	high-low-jack	taking	jack	(S1 (NP (NP (NN card) (NNS games)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (NNS points)) (VP (VBP are) (VP (VBN won) (PP (IN for) (S (VP (VBG taking) (NP (DT the) (JJ high) (CC or) (JJ low) (CC or) (NN jack) (CC or) (NN game)))))))))))#
1154	baccarat	holds	cards	(S1 (NP (NP (NP (DT a) (NN card) (NN game)) (VP (VBN played) (PP (IN in) (NP (NP (NNS casinos)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (QP (CD two) (CC or) (JJR more)) (NNS punters)) (VP (VB gamble) (PP (IN against) (NP (DT the) (NN banker)))))))))) (: ;) (NP (NP (DT the) (NN player) (NNS wins)) (SBAR (WHNP (WP who)) (S (VP (VBZ holds) (NP (NP (QP (CD 2) (CC or) (CD 3)) (NNS cards)) (SBAR (WHNP (WDT that)) (S (VP (VBP total) (ADVP (JJS closest) (PP (TO to) (NP (CD nine))))))))))))))#
1155	beggar-my-neighbor	win	player	(S1 (NP (NP (DT a) (NN card) (NN game)) (PP (IN for) (NP (CD two) (NNS players))) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (DT the) (NN object)) (VP (VBZ is) (S (VP (TO to) (VP (VB win) (NP (NP (DT all)) (PP (IN of) (NP (NP (DT the) (JJ other) (NN player) (POS 's)) (NNS cards))))))))))))#
1156	beggar-my-neighbour	win	player	(S1 (NP (NP (DT a) (NN card) (NN game)) (PP (IN for) (NP (CD two) (NNS players))) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (DT the) (NN object)) (VP (VBZ is) (S (VP (TO to) (VP (VB win) (NP (NP (DT all)) (PP (IN of) (NP (NP (DT the) (JJ other) (NN player) (POS 's)) (NNS cards))))))))))))#
1157	strip-Jack-naked	win	player	(S1 (NP (NP (DT a) (NN card) (NN game)) (PP (IN for) (NP (CD two) (NNS players))) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (DT the) (NN object)) (VP (VBZ is) (S (VP (TO to) (VP (VB win) (NP (NP (DT all)) (PP (IN of) (NP (NP (DT the) (JJ other) (NN player) (POS 's)) (NNS cards))))))))))))#
1158	blackjack	using	cards	(S1 (S (S (NP (DT a) (NN gambling) (NN game)) (VP (VBG using) (NP (NNS cards)))) (: ;) (S (NP (DT the) (NN object)) (VP (VBZ is) (S (VP (TO to) (VP (VB hold) (NP (NNS cards)) (S (VP (VBG having) (NP (NP (DT a) (JJR higher) (NN count)) (PP (IN than) (NP (NP (DT those)) (VP (VBN dealt) (PP (TO to) (S (NP (DT the) (NN banker)) (ADVP (RB up) (TO to) (CC but) (RB not)) (VP (VBG exceeding) (NP (CD 21))))))))))))))))))#
1159	twenty-one	using	cards	(S1 (S (S (NP (DT a) (NN gambling) (NN game)) (VP (VBG using) (NP (NNS cards)))) (: ;) (S (NP (DT the) (NN object)) (VP (VBZ is) (S (VP (TO to) (VP (VB hold) (NP (NNS cards)) (S (VP (VBG having) (NP (NP (DT a) (JJR higher) (NN count)) (PP (IN than) (NP (NP (DT those)) (VP (VBN dealt) (PP (TO to) (S (NP (DT the) (NN banker)) (ADVP (RB up) (TO to) (CC but) (RB not)) (VP (VBG exceeding) (NP (CD 21))))))))))))))))))#
1160	vingt-et-un	using	cards	(S1 (S (S (NP (DT a) (NN gambling) (NN game)) (VP (VBG using) (NP (NNS cards)))) (: ;) (S (NP (DT the) (NN object)) (VP (VBZ is) (S (VP (TO to) (VP (VB hold) (NP (NNS cards)) (S (VP (VBG having) (NP (NP (DT a) (JJR higher) (NN count)) (PP (IN than) (NP (NP (DT those)) (VP (VBN dealt) (PP (TO to) (S (NP (DT the) (NN banker)) (ADVP (RB up) (TO to) (CC but) (RB not)) (VP (VBG exceeding) (NP (CD 21))))))))))))))))))#
1161	cribbage	dealt	cards	(S1 (NP (NP (DT a) (NN card) (NN game)) (PRN (-LRB- -LRB-) (PP (ADVP (RB usually)) (IN for) (NP (CD two) (NNS players))) (-RRB- -RRB-)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (DT each) (NN player)) (VP (VP (VBZ is) (VP (VBN dealt) (NP (CD six) (NNS cards)))) (CC and) (VP (VBZ discards) (NP (CD one) (CC or) (CD two))))))))#
1162	crib	dealt	cards	(S1 (NP (NP (DT a) (NN card) (NN game)) (PRN (-LRB- -LRB-) (PP (ADVP (RB usually)) (IN for) (NP (CD two) (NNS players))) (-RRB- -RRB-)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (NP (DT each) (NN player)) (VP (VP (VBZ is) (VP (VBN dealt) (NP (CD six) (NNS cards)))) (CC and) (VP (VBZ discards) (NP (CD one) (CC or) (CD two))))))))#
1163	euchre	dealt	cards	(S1 (S (S (NP (DT a) (NN card) (NN game)) (ADJP (JJ similar) (S (VP (TO to) (VP (VB ecarte)))))) (: ;) (S (NP (DT each) (NN player)) (VP (VBZ is) (VP (VBN dealt) (NP (CD 5) (NNS cards))))) (CC and) (S (NP (DT the) (NN player)) (VP (VBG making) (SBAR (S (NP (NNP trump)) (VP (MD must) (VP (VB take) (NP (CD 3) (NNS tricks)) (S (VP (TO to) (VP (VB win) (NP (DT a) (NN hand)))))))))))))#
1164	fantan	play	sevens	(S1 (NP (NP (DT a) (NN card) (NN game)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (S (NP (PRP you)) (VP (VBP play) (NP (NP (PRP$ your) (NNS sevens)) (CC and) (NP (JJ other) (NNS cards))) (PP (IN in) (NP (NN sequence))) (PP (IN in) (NP (NP (DT the) (JJ same) (NN suit)) (PP (IN as) (NP (DT the) (NNS sevens))))))) (: ;) (S (NP (PRP you)) (VP (VBP win) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP are) (NP (NP (DT the) (JJ first)) (SBAR (S (VP (TO to) (VP (VB use) (NP (PDT all) (PRP$ your) (NNS cards))))))))))))))))#
1165	sevens	play	sevens	(S1 (NP (NP (DT a) (NN card) (NN game)) (SBAR (WHPP (IN in) (WHNP (WDT which))) (S (S (NP (PRP you)) (VP (VBP play) (NP (NP (PRP$ your) (NNS sevens)) (CC and) (NP (JJ other) (NNS cards))) (PP (IN in) (NP (NN sequence))) (PP (IN in) (NP (NP (DT the) (JJ same) (NN suit)) (PP (IN as) (NP (DT the) (NNS sevens))))))) (: ;) (S (NP (PRP you)) (VP (VBP win) (SBAR (IN if) (S (NP (PRP you)) (VP (VBP are) (NP (NP (DT the) (JJ first)) (SBAR (S (VP (TO to) (VP (VB use) (NP (PDT all) (PRP$ your) (NNS cards))))))))))))))))#
