ID	Word	W1	W2	DEF_SYNT
1249	salpa	minute	tunicate	(S1 (NP (NP (JJ minute) (JJ floating) (JJ marine) (NN tunicate)) (VP (VBG having) (NP (DT a) (JJ transparent) (NN body)) (PP (IN with) (NP (NP (DT an) (NN opening)) (PP (IN at) (NP (DT each) (NN end))))))))#
1250	doliolum	free-swimming	tunicate	(S1 (NP (NP (JJ free-swimming) (JJ oceanic) (NN tunicate)) (PP (IN with) (NP (DT a) (JJ barrel-shaped) (JJ transparent) (NN body)))))#
1251	Larvacea	small	tunicates	(S1 (S (NP (JJ small) (JJ free-swimming) (NNS tunicates)) (: ;) (ADVP (RB sometimes)) (VP (VBD classified) (PP (IN as) (NP (DT an) (NN order))))))#
1252	appendicularia	free-swimming	pelagic	(S1 (S (NP (JJ free-swimming) (JJ tadpole-shaped) (NNS pelagic)) (VP (VBP tunicate) (S (VP (VBG resembling) (NP (NP (NNS larvae)) (PP (IN of) (NP (JJ other) (NNS tunicates)))))))))#
1253	craniate	segmented	column	(S1 (NP (NP (NP (NNS animals)) (VP (VBG having) (NP (DT a) (ADJP (JJ bony) (CC or) (JJ cartilaginous)) (NN skeleton)) (PP (IN with) (NP (DT a) (JJ segmented) (JJ spinal) (NN column))))) (CC and) (NP (NP (DT a) (JJ large) (NN brain)) (VP (VBN enclosed) (PP (IN in) (NP (DT a) (NN skull) (CC or) (NN cranium)))))))#
1254	Amniota	higher	vertebrates	(S1 (NP (NP (JJR higher) (NNS vertebrates)) (PRN (-LRB- -LRB-) (NP (NNS reptiles) (, ,) (NNS birds) (CC and) (NNS mammals)) (-RRB- -RRB-)) (VP (VBG possessing) (NP (NP (DT an) (NN amnion)) (PP (IN during) (NP (NN development)))))))#
1255	amnios	thin	sac	(S1 (NP (NP (JJ thin) (JJ innermost) (JJ membranous) (NN sac)) (VP (VBG enclosing) (NP (NP (DT the) (VBG developing) (NN embryo)) (PP (IN of) (NP (NP (JJR higher) (NNS vertebrates)) (PRN (-LRB- -LRB-) (NP (NNS reptiles) (, ,) (NNS birds) (CC and) (NNS mammals)) (-RRB- -RRB-))))))))#
1256	chorion	outermost	sac	(S1 (NP (NP (DT the) (JJS outermost) (JJ membranous) (NN sac)) (VP (VBG enclosing) (NP (NP (DT the) (NN embryo)) (PP (IN in) (NP (NP (JJR higher) (NNS vertebrates)) (PRN (-LRB- -LRB-) (NP (NNS reptiles) (, ,) (NNS birds) (CC and) (NNS mammals)) (-RRB- -RRB-))))))))#
1257	chorioallantois	fetal	membrane	(S1 (NP (NP (DT the) (ADJP (RB very) (JJ vascular)) (JJ fetal) (NN membrane)) (VP (VBN composed) (PP (IN of) (NP (NP (DT the) (JJ fused) (ADJP (JJ chorion) (CC and) (JJ adjacent)) (NN wall)) (PP (IN of) (NP (DT the) (NN allantois))))))))#
1258	Agnatha	eel-shaped	chordates	(S1 (NP (NP (NP (NN superclass)) (PP (IN of) (NP (NP (JJ eel-shaped) (NNS chordates)) (VP (VBG lacking) (NP (NP (NNS jaws)) (CC and) (NP (JJ pelvic) (NNS fins))))))) (: :) (NP (NP (NNS lampreys)) (: ;) (NP (NNS hagfishes)) (: ;) (NP (DT some) (JJ extinct) (NNS forms)))))#
1259	agnathan	eel-shaped	vertebrate	(S1 (NP (NP (JJ eel-shaped) (NN vertebrate)) (PP (IN without) (NP (NP (NNS jaws)) (CC or) (NP (NP (VBN paired) (NNS appendages)) (PP (VBG including) (NP (NP (DT the) (NNS cyclostomes)) (CC and) (NP (DT some) (JJ extinct) (NNS forms)))))))))#
1260	conodont	tiny	tooth	(S1 (NP (NP (DT the) (JJ tiny) (JJ fossil) (JJ cone-shaped) (NN tooth)) (PP (IN of) (NP (NP (DT a) (JJ primitive) (NN vertebrate)) (PP (IN of) (NP (NN order) (NN Conodonta)))))))#
1261	eptatretus	fossil	hagfish	(S1 (NP (NP (DT a) (JJ fossil) (NN hagfish)) (PP (IN of) (NP (DT the) (JJ genus) (NNP Eptatretus)))))#
1262	gnathostome	vertebrate	animal	(S1 (NP (NP (DT a) (JJ vertebrate) (NN animal)) (VP (VBG possessing) (NP (JJ true) (NNS jaws)))))#
1263	Placodermi	extinct	group	(S1 (NP (NP (JJ extinct) (NN group)) (PP (IN of) (NP (NP (JJ bony-plated) (NNS fishes)) (PP (IN with) (NP (JJ primitive) (NNS jaws)))))))#
1264	Chondrichthyes	cartilaginous	fishes	(S1 (NP (JJ cartilaginous) (NNS fishes)))#
1265	holocephalan	high	head	(S1 (NP (NP (NP (NN fish)) (PP (IN with) (NP (JJ high) (VBN compressed) (NN head)))) (CC and) (NP (NP (DT a) (NN body)) (VP (VBG tapering) (PRT (RP off)) (PP (IN into) (NP (DT a) (JJ long) (NN tail)))))))#
1266	holocephalian	high	head	(S1 (NP (NP (NP (NN fish)) (PP (IN with) (NP (JJ high) (VBN compressed) (NN head)))) (CC and) (NP (NP (DT a) (NN body)) (VP (VBG tapering) (PRT (RP off)) (PP (IN into) (NP (DT a) (JJ long) (NN tail)))))))#
1267	rabbitfish	large	chimaera	(S1 (NP (JJ large) (JJ European) (NNS chimaera)))#
1268	elasmobranch	numerous	fishes	(S1 (NP (NP (NP (DT any)) (PP (IN of) (NP (NP (JJ numerous) (NNS fishes)) (PP (IN of) (NP (NP (DT the) (NN class) (NNS Chondrichthyes)) (VP (VBN characterized) (PP (IN by) (NP (NP (DT a) (JJ cartilaginous) (NN skeleton)) (CC and) (NP (JJ placoid) (NNS scales)))))))))) (: :) (NP (NP (NNS sharks)) (: ;) (NP (NNS rays)) (: ;) (NP (NNS skates)))))#
1269	selachian	numerous	fishes	(S1 (NP (NP (NP (DT any)) (PP (IN of) (NP (NP (JJ numerous) (NNS fishes)) (PP (IN of) (NP (NP (DT the) (NN class) (NNS Chondrichthyes)) (VP (VBN characterized) (PP (IN by) (NP (NP (DT a) (JJ cartilaginous) (NN skeleton)) (CC and) (NP (JJ placoid) (NNS scales)))))))))) (: :) (NP (NP (NNS sharks)) (: ;) (NP (NNS rays)) (: ;) (NP (NNS skates)))))#
1270	man-eater	human	flesh	(S1 (NP (NP (DT a) (NN person)) (SBAR (WHNP (WP who)) (S (VP (VBZ eats) (NP (JJ human) (NN flesh)))))))#
1271	shovelhead	small	hammerhead	(S1 (NP (NP (NP (JJ small) (JJ harmless) (NN hammerhead)) (VP (VBG having) (NP (DT a) (JJ spade-shaped) (NN head)))) (: ;) (NP (NP (JJ abundant)) (PP (IN in) (NP (NNS bays) (CC and) (NNS estuaries))))))#
1272	crampfish	sluggish	ray	(S1 (S (NP (NP (DT any) (JJ sluggish) (JJ bottom-dwelling) (NN ray)) (PP (IN of) (NP (DT the) (NN order)))) (VP (VBZ Torpediniformes) (VP (VBG having) (NP (NP (DT a) (NX (NX (JJ rounded) (NN body)) (CC and) (NX (JJ electric) (NNS organs)))) (PP (IN on) (NP (NP (DT each) (NN side)) (PP (IN of) (NP (DT the) (NN head))))) (ADJP (JJ capable) (PP (IN of) (S (VP (VBG emitting) (NP (JJ strong) (JJ electric) (NNS discharges)))))))))))#
1273	numbfish	sluggish	ray	(S1 (S (NP (NP (DT any) (JJ sluggish) (JJ bottom-dwelling) (NN ray)) (PP (IN of) (NP (DT the) (NN order)))) (VP (VBZ Torpediniformes) (VP (VBG having) (NP (NP (DT a) (NX (NX (JJ rounded) (NN body)) (CC and) (NX (JJ electric) (NNS organs)))) (PP (IN on) (NP (NP (DT each) (NN side)) (PP (IN of) (NP (DT the) (NN head))))) (ADJP (JJ capable) (PP (IN of) (S (VP (VBG emitting) (NP (JJ strong) (JJ electric) (NNS discharges)))))))))))#
1274	guitarfish	primitive	ray	(S1 (NP (NP (JJ primitive) (JJ tropical) (JJ bottom-dwelling) (NN ray)) (PP (IN with) (NP (DT a) (JJ guitar-shaped) (NN body)))))#
1275	dickeybird	small	bird	(S1 (NP (NP (JJ small) (NN bird)) (: ;) (S (NP (NP (NNS adults)) (VP (VBG talking) (PP (TO to) (NP (NNS children))))) (ADVP (RB sometimes)) (VP (VBP use) (NP (DT these) (NNS words)) (S (VP (TO to) (VP (VB refer) (PP (TO to) (NP (JJ small) (NNS birds))))))))))#
1276	dickey-bird	small	bird	(S1 (NP (NP (JJ small) (NN bird)) (: ;) (S (NP (NP (NNS adults)) (VP (VBG talking) (PP (TO to) (NP (NNS children))))) (ADVP (RB sometimes)) (VP (VBP use) (NP (DT these) (NNS words)) (S (VP (TO to) (VP (VB refer) (PP (TO to) (NP (JJ small) (NNS birds))))))))))#
1277	dickybird	small	bird	(S1 (NP (NP (JJ small) (NN bird)) (: ;) (S (NP (NP (NNS adults)) (VP (VBG talking) (PP (TO to) (NP (NNS children))))) (ADVP (RB sometimes)) (VP (VBP use) (NP (DT these) (NNS words)) (S (VP (TO to) (VP (VB refer) (PP (TO to) (NP (JJ small) (NNS birds))))))))))#
1278	dicky-bird	small	bird	(S1 (NP (NP (JJ small) (NN bird)) (: ;) (S (NP (NP (NNS adults)) (VP (VBG talking) (PP (TO to) (NP (NNS children))))) (ADVP (RB sometimes)) (VP (VBP use) (NP (DT these) (NNS words)) (S (VP (TO to) (VP (VB refer) (PP (TO to) (NP (JJ small) (NNS birds))))))))))#
1279	protoavis	avian	type	(S1 (NP (NP (NP (ADJP (RBS most) (JJ primitive)) (JJ avian) (NN type)) (VP (VBN known))) (: ;) (NP (NP (JJ extinct) (NN bird)) (PP (IN of) (S (NP (DT the) (NNP Triassic)) (VP (VBG having) (NP (NP (NP (JJ bird-like) (NN jaw)) (CC and) (NP (JJ hollow) (NNS limbs))) (CC and) (NP (NP (NN breastbone)) (PP (IN with) (NP (NP (JJ dinosaur-like) (NN tail)) (CC and) (NP (JJ hind) (NNS limbs))))))))))))#
1280	Archaeornithes	primitive	birds	(S1 (NP (NP (JJ primitive) (JJ reptile-like) (JJ fossil) (NNS birds)) (PP (IN of) (NP (NP (DT the) (JJ Jurassic)) (CC or) (NP (RB early) (JJ Cretaceous))))))#
1281	archaeopteryx	extinct	bird	(S1 (S (NP (NP (JJ extinct) (JJ primitive) (JJ toothed) (NN bird)) (PP (IN of) (NP (NP (DT the) (JJ Jurassic) (NN period)) (VP (VBG having) (NP (NP (DT a) (JJ long) (JJ feathered) (NN tail)) (CC and) (NP (JJ hollow) (NNS bones))))))) (: ;) (ADVP (RB usually)) (VP (VBN considered) (NP (NP (DT the) (ADJP (RBS most) (JJ primitive))) (PP (IN of) (NP (DT all) (NNS birds)))))))#
1282	Sinornis	sparrow-sized	fossil	(S1 (NP (NP (NP (JJ sparrow-sized) (NN fossil) (NN bird)) (PP (IN of) (NP (NP (DT the) (JJ Jurassic) (NN period)) (PP (TO to) (NP (NP (DT the) (JJ Cretaceous) (NN period)) (VP (VBG having) (NP (DT a) (JJ keeled) (ADJP (JJ breastbone) (CC and) (JJ vestigial)) (NN tail)))))))) (: ;) (VP (VBN found) (PP (IN in) (NP (NNP China)))) (: ;) (S (VP (VBD considered) (NP (NP (RB possibly) (DT the) (JJ second)) (ADJP (RBS most) (JJ primitive)) (PP (IN of) (NP (DT all) (NNS birds))))))))#
1283	Ibero-mesornis	sparrow-sized	fossil	(S1 (NP (NP (NP (JJ sparrow-sized) (NN fossil) (NN bird)) (PP (IN of) (NP (NP (DT the) (JJ Cretaceous) (NN period)) (VP (VBG having) (NP (DT a) (JJ vestigial) (NN tail)))))) (: ;) (VP (VBN found) (PP (IN in) (NP (NNP Spain)))) (: ;) (S (VP (VBD considered) (ADVP (RB possibly)) (NP (NP (DT the) (JJ third)) (ADJP (RBS most) (JJ primitive)) (PP (IN of) (NP (DT all) (NNS birds))))))))#
1284	archaeornis	extinct	bird	(S1 (NP (NP (JJ extinct) (JJ primitive) (JJ toothed) (NN bird)) (PP (IN with) (NP (NP (DT a) (JJ long) (JJ feathered) (NN tail)) (CC and) (NP (NP (CD three) (JJ free) (JJ clawed) (NNS digits)) (PP (IN on) (NP (DT each) (NN wing))))))))#
1285	apteryx	nocturnal	flightless	(S1 (NP (NP (NP (JJ nocturnal) (NN flightless) (NN bird)) (PP (IN of) (NP (NNP New) (NNP Zealand))) (VP (VBG having) (NP (NP (DT a) (JJ long) (NN neck)) (CC and) (NP (JJ stout) (NNS legs))))) (: ;) (NP (NP (JJ only) (VBG surviving) (NN representative)) (PP (IN of) (NP (DT the) (NN order) (NNS Apterygiformes))))))#
1286	nandu	tall	flightless	(S1 (S (NP (NP (QP (JJR smaller) (IN of) (CD two)) (JJ tall) (JJ fast-running) (NN flightless) (NNS birds)) (ADJP (JJ similar) (PP (TO to) (ADJP (JJ ostriches) (CC but) (JJ three-toed))))) (: ;) (VP (VBD found) (PP (PP (IN from) (NP (NNP Peru))) (PP (TO to) (NP (NP (NNP Strait)) (PP (IN of) (NP (NNP Magellan)))))))))#
1287	aepyornis	huge	flightless	(S1 (NP (NP (JJ huge) (PRN (-LRB- -LRB-) (NP (QP (TO to) (CD 9)) (NN ft.)) (-RRB- -RRB-)) (JJ extinct) (NN flightless) (NN bird)) (PP (IN of) (NP (NNP Madagascar)))))#
1288	anomalopteryx	smallest	moa	(S1 (NP (NP (DT the) (JJS smallest) (NN moa)) (: ;) (NP (NP (JJ slender) (NNS moa)) (PP (IN about) (NP (NP (DT the) (NN size)) (PP (IN of) (NP (DT a) (JJ large) (NN turkey))))))))#
1289	Oscines	passerine	bird	(S1 (NP (NP (JJ passerine) (NN bird)) (VP (VBG having) (NP (JJ specialized) (NN vocal) (NN apparatus)))))#
1290	accentor	small	songbird	(S1 (NP (NP (JJ small) (JJ sparrow-like) (NN songbird)) (PP (IN of) (NP (NP (JJ mountainous) (NNS regions)) (PP (IN of) (NP (NNP Eurasia)))))))#
1291	brambling	Eurasian	finch	(S1 (NP (JJ Eurasian) (NN finch)))#
1292	lintwhite	small	Old	(S1 (NP (NP (JJ small) (NNP Old) (NNP World) (NN finch)) (SBAR (WHNP (WP$ whose) (NN male)) (S (VP (VBZ has) (NP (DT a) (JJ red) (NN breast) (CC and) (NN forehead)))))))#
1293	yellowbird	American	finch	(S1 (NP (NP (JJ American) (NN finch)) (SBAR (WHNP (WP$ whose) (NN male)) (S (VP (VBZ has) (NP (JJ yellow) (NN body) (NN plumage)) (PP (IN in) (NP (NN summer))))))))#
1294	serin	various	finches	(S1 (NP (NP (DT any)) (PP (IN of) (NP (NP (JJ various) (ADJP (JJ brown) (CC and) (JJ yellow)) (NNS finches)) (PP (IN of) (NP (NP (NNS parts)) (PP (IN of) (NP (NNP Europe)))))))))#
1295	whitethroat	Old	World	(S1 (NP (NP (JJ Old) (NNP World) (NN warbler)) (ADJP (JJ similar) (PP (TO to) (NP (NP (DT the) (JJR greater) (NN whitethroat)) (PP (CC but) (NP (JJR smaller))))))))#
1296	whitethroat	greyish-brown	Old	(S1 (NP (NP (JJ greyish-brown) (NNP Old) (NNP World) (NN warbler)) (PP (IN with) (NP (NP (DT a) (JJ white) (NN throat)) (CC and) (NP (NNS underparts))))))#
1297	grossbeak	various	finches	(S1 (S (NP (NP (DT any)) (PP (IN of) (NP (NP (JJ various) (NNS finches)) (PP (IN of) (NP (NNP Europe) (CC or) (NNP America)))))) (VP (VBG having) (NP (DT a) (ADJP (JJ massive) (CC and) (JJ powerful)) (NN bill)))))#
1298	hawfinch	common	finch	(S1 (NP (NP (DT a) (JJ common) (JJ large) (NN finch)) (PP (IN of) (NP (NNP Eurasia)))))#
1299	pyrrhuloxia	grey-and-red	crested	(S1 (NP (NP (NNP crested) (JJ grey-and-red) (NN bird)) (PP (IN of) (NP (JJ southwest) (NNP United) (NNP States) (CC and) (NNP Mexico)))))#
1300	chewink	common	towhee	(S1 (NP (NP (JJ common) (NN towhee)) (PP (IN of) (NP (JJ eastern) (NNP North) (NNP America)))))#
1301	cheewink	common	towhee	(S1 (NP (NP (JJ common) (NN towhee)) (PP (IN of) (NP (JJ eastern) (NNP North) (NNP America)))))#
1302	weaverbird	finch-like	colonial	(S1 (S (NP (JJ finch-like) (ADJP (JJ African) (CC and) (JJ Asian)) (NN colonial) (NNS birds)) (VP (VBN noted) (PP (IN for) (NP (PRP$ their) (ADJP (RB elaborately) (VBN woven)) (NNS nests))))))#
1303	whydah	African	weaverbird	(S1 (NP (ADJP (RB mostly) (JJ black)) (JJ African) (NN weaverbird)))#
1304	whidah	African	weaverbird	(S1 (NP (ADJP (RB mostly) (JJ black)) (JJ African) (NN weaverbird)))#
1305	ricebird	small	Indonesian	(S1 (NP (NP (JJ small) (JJ finch-like) (NNP Indonesian) (NN weaverbird)) (SBAR (WHNP (WDT that)) (S (VP (VBZ frequents) (NP (NN rice) (NNS fields)))))))#
1306	grassfinch	brightly-colored	weaverbirds	(S1 (S (ADVP (RB usually)) (NP (JJ brightly-colored) (JJ Australian) (NNS weaverbirds)) (: ;) (ADVP (RB often)) (VP (VBN kept) (PP (IN as) (NP (NN cage) (NNS birds))))))#
1307	mamo	black	honeycreepers	(S1 (NP (NP (NP (JJ black) (NNS honeycreepers)) (PP (IN with) (NP (NP (JJ yellow) (NNS feathers)) (PP (IN around) (NP (DT the) (NN tail)))))) (: ;) (ADJP (RB now) (JJ extinct))))#
1308	scrubbird	small	bird	(S1 (NP (NP (JJ small) (JJ fast-running) (JJ Australian) (NN bird)) (VP (VP (VBG resembling) (NP (DT a) (NN wren))) (CC and) (VP (VBG frequenting) (NP (NN brush) (CC or) (NN scrub))))))#
1309	scrub-bird	small	bird	(S1 (NP (NP (JJ small) (JJ fast-running) (JJ Australian) (NN bird)) (VP (VP (VBG resembling) (NP (DT a) (NN wren))) (CC and) (VP (VBG frequenting) (NP (NN brush) (CC or) (NN scrub))))))#
1310	tyrannid	passerine	bird	(S1 (NP (NP (DT a) (JJ passerine) (NN bird)) (PP (IN of) (NP (DT the) (JJ suborder) (NNP Tyranni)))))#
1311	petchary	southeastern	United	(S1 (NP (NP (NP (DT a) (NN kingbird)) (SBAR (WHNP (WDT that)) (S (VP (VBZ breeds) (PP (IN in) (NP (NP (DT the) (JJ southeastern) (NNP United) (NNPS States)) (CC and) (NP (NP (NNS winters)) (PP (IN in) (NP (JJ tropical) (NNP America)))))))))) (: ;) (ADJP (JJ similar) (PP (TO to) (NP (NP (QP (CC but) (JJR larger))) (PP (IN than) (NP (DT the) (JJ eastern) (NN kingbird))))))))#
1312	peewit	large	crested	(S1 (S (NP (JJ large) (NNP crested) (NNP Old) (NNP World) (NN plover)) (VP (VBG having) (NP (NNS wattles) (CC and) (VBZ spurs)))))#
1313	pewit	small	gull	(S1 (NP (JJ small) (JJ black-headed) (JJ European) (NN gull)))#
1314	pewit	large	crested	(S1 (S (NP (JJ large) (NNP crested) (NNP Old) (NNP World) (NN plover)) (VP (VBG having) (NP (NNS wattles) (CC and) (VBZ spurs)))))#
1315	pewit	small	woodland	(S1 (NP (NP (JJ small) (JJ olive-colored) (NNP woodland) (NNS flycatchers)) (PP (IN of) (NP (JJ eastern) (NNP North) (NNP America)))))#
1316	cotinga	passerine	bird	(S1 (NP (NP (JJ passerine) (NN bird)) (PP (IN of) (NP (NNP New) (NNP World) (NNS tropics)))))#
1317	scissortail	southwestern	United	(S1 (S (NP (NP (NNP grey) (NN flycatcher)) (PP (IN of) (NP (NP (DT the) (JJ southwestern) (NNP United) (NNPS States)) (CC and) (NP (NNP Mexico) (CC and) (NNP Central) (NNP America))))) (VP (VBG having) (NP (NP (DT a) (ADJP (RB long) (VBN forked)) (NN tail)) (CC and) (NP (JJ white) (NN breast) (CC and) (NN salmon) (CC and) (JJ scarlet) (NNS markings))))))#
1318	Muscivora-forficata	southwestern	United	(S1 (S (NP (NP (NNP grey) (NN flycatcher)) (PP (IN of) (NP (NP (DT the) (JJ southwestern) (NNP United) (NNPS States)) (CC and) (NP (NNP Mexico) (CC and) (NNP Central) (NNP America))))) (VP (VBG having) (NP (NP (DT a) (ADJP (RB long) (VBN forked)) (NN tail)) (CC and) (NP (JJ white) (NN breast) (CC and) (NN salmon) (CC and) (JJ scarlet) (NNS markings))))))#
1319	thickhead	Asian	birds	(S1 (S (ADJP (JJ Australian) (CC and) (JJ southeastern)) (NP (NP (JJ Asian) (NNS birds)) (PP (IN with) (NP (DT a) (JJ melodious) (NN whistling) (NN call))))))#
1320	mavis	common	Old	(S1 (S (NP (JJ common) (NNP Old) (NNP World) (NN thrush)) (VP (VBN noted) (PP (IN for) (NP (PRP$ its) (NN song))))))#
1321	throstle	common	Old	(S1 (S (NP (JJ common) (NNP Old) (NNP World) (NN thrush)) (VP (VBN noted) (PP (IN for) (NP (PRP$ its) (NN song))))))#
1322	fieldfare	medium-sized	Eurasian	(S1 (S (NP (JJ medium-sized) (NNP Eurasian) (NN thrush)) (VP (VBN seen) (ADVP (RB chiefly)) (PP (IN in) (NP (NN winter))))))#
1323	merl	common	thrush	(S1 (NP (JJ common) (JJ black) (JJ European) (NN thrush)))#
1324	ouzel	common	thrush	(S1 (NP (JJ common) (JJ black) (JJ European) (NN thrush)))#
1325	ousel	common	thrush	(S1 (NP (JJ common) (JJ black) (JJ European) (NN thrush)))#
1326	stonechat	common	European	(S1 (S (NP (JJ common) (NNP European)) (VP (VB chat) (PP (IN with) (NP (NP (JJ black) (NN plumage)) (CC and) (NP (DT a) (JJ reddish-brown) (NN breast)))))))#
1327	whinchat	brown-and-buff	songbird	(S1 (NP (NP (JJ brown-and-buff) (JJ European) (NN songbird)) (PP (IN of) (NP (JJ grassy) (NNS meadows)))))#
1328	bluethroat	northern	Europe	(S1 (NP (NP (NNP songbird)) (PP (IN of) (NP (NP (JJ northern) (NNP Europe)) (CC and) (NP (NNP Asia))))))#
1329	goldcrest	European	kinglet	(S1 (NP (NP (JJ European) (NN kinglet)) (PP (IN with) (NP (DT a) (JJ black-bordered) (JJ yellow) (NN crown) (NN patch)))))#
1330	cackler	shrill	squawk	(S1 (NP (NP (DT a) (NN hen)) (SBAR (WHNP (WDT that)) (S (VP (VP (VBZ has) (ADVP (RB just)) (VP (VBN laid) (NP (DT an) (NN egg)))) (CC and) (VP (VBZ emits) (NP (DT a) (JJ shrill) (NN squawk))))))))#
1331	Icterus	bile	pigment	(S1 (S (S (VP (VBG yellowing) (PP (IN of) (NP (NP (DT the) (NN skin)) (CC and) (NP (NP (DT the) (NNS whites)) (PP (IN of) (NP (NP (DT the) (NNS eyes)) (VP (VBN caused) (PP (IN by) (NP (NP (DT an) (NN accumulation)) (PP (IN of) (NP (NP (JJ bile) (NN pigment)) (PRN (-LRB- -LRB-) (NN bilirubin) (-RRB- -RRB-)) (PP (IN in) (NP (DT the) (NN blood))))))))))))))) (: ;) (VP (MD can) (VP (VB be) (NP (NP (DT a) (NN symptom)) (PP (IN of) (NP (NP (NNS gallstones) (CC or) (NN liver) (NN infection)) (CC or) (NP (NN anemia)))))))))#
1332	fig-bird	other	fruits	(S1 (NP (NP (NNP greenish-yellow) (NNP Australian) (NNP oriole)) (VP (VBG feeding) (ADVP (RB chiefly)) (PP (IN on) (NP (NP (NNS figs)) (CC and) (NP (JJ other) (NNS fruits)))))))#
1333	minah	tropical	starlings	(S1 (NP (JJ tropical) (JJ Asian) (NNS starlings)))#
1334	tichodrome	crimson-and-grey	songbird	(S1 (NP (NP (JJ crimson-and-grey) (NN songbird)) (SBAR (WHNP (WDT that)) (S (VP (VBZ inhabits) (NP (NP (NP (NN town) (NNS walls)) (CC and) (NP (NN mountain) (NNS cliffs))) (PP (IN of) (NP (JJ southern) (NNP Eurasia) (CC and) (JJ northern) (NNP Africa)))))))))#
1335	tomtit	European	titmouse	(S1 (SINV (VP (ADVP (RB widely)) (VBN distributed)) (NP (NP (JJ European) (NN titmouse)) (PP (IN with) (NP (NP (JJ bright) (JJ cobalt) (JJ blue) (NNS wings)) (CC and) (NP (NP (NN tail) (CC and) (NN crown)) (PP (IN of) (NP (DT the) (NN head)))))))))#
1336	bushtit	active	grey	(S1 (NP (NP (JJ active) (NNP grey) (NN titmice)) (PP (IN of) (NP (JJ western) (NNP North) (NNP America)))))#
1337	wren-tit	small	bird	(S1 (NP (NP (JJ small) (JJ brown) (NN bird)) (PP (IN of) (S (NP (NNP California)) (VP (VBG resembling) (NP (DT a) (NN wren)))))))#
1338	verdin	yellow-headed	titmouse	(S1 (NP (NP (ADJP (RB very) (JJ small)) (JJ yellow-headed) (NN titmouse)) (PP (IN of) (NP (JJ western) (NNP North) (NNP America)))))#
1339	cedarbird	temperate	North	(S1 (S (VP (ADVP (RB widely)) (VBN distributed) (PP (IN over) (NP (JJ temperate) (NNP North) (NNP America))))))#
1340	Accipitriformes	alternative	name	(S1 (S (PP (IN in) (NP (DT some) (NNS classifications))) (NP (NP (DT an) (JJ alternative) (NN name)) (PP (IN for) (NP (DT the) (NNPS Falconiformes))))))#
1341	tiercel	male	hawk	(S1 (NP (NP (JJ male) (NN hawk)) (ADJP (RB especially) (JJ male)) (NN peregrine) (CC or) (NN gyrfalcon)))#
1342	tercel	male	hawk	(S1 (NP (NP (JJ male) (NN hawk)) (ADJP (RB especially) (JJ male)) (NN peregrine) (CC or) (NN gyrfalcon)))#
1343	tercelet	male	hawk	(S1 (NP (NP (JJ male) (NN hawk)) (ADJP (RB especially) (JJ male)) (NN peregrine) (CC or) (NN gyrfalcon)))#
1344	roughleg	large	hawk	(S1 (NP (NP (JJ large) (NN hawk)) (PP (IN of) (NP (NP (DT the) (JJ northern) (NN hemisphere)) (SBAR (WHNP (WDT that)) (S (VP (VP (VBZ feeds) (ADVP (RB chiefly)) (PP (IN on) (NP (JJ small) (NNS rodents)))) (CC and) (VP (VBZ is) (ADJP (JJ beneficial) (PP (TO to) (NP (NNS farmers))))))))))))#
1345	falcon-gentle	female	falcon	(S1 (NP (NP (JJ female) (NN falcon)) (NP (RB especially) (DT a) (JJ female) (NN peregrine) (NN falcon))))#
1346	falcon-gentil	female	falcon	(S1 (NP (NP (JJ female) (NN falcon)) (NP (RB especially) (DT a) (JJ female) (NN peregrine) (NN falcon))))#
1347	Ichyostega	early	tetrapod	(S1 (S (NP (JJ early) (NN tetrapod) (NN amphibian)) (VP (VBN found) (PP (IN in) (NP (NNP Greenland))))))#
1348	ambystomid	terrestrial	New	(S1 (NP (ADJP (JJ small) (TO to) (JJ moderate-sized)) (JJ terrestrial) (CC or) (JJ semiaquatic) (NNP New) (NNP World) (NN salamander)))#
1349	olm	European	salamander	(S1 (NP (NP (JJ European) (JJ aquatic) (NN salamander)) (PP (IN with) (NP (NP (JJ permanent) (JJ external) (NNS gills)) (SBAR (WHNP (WDT that)) (S (VP (VBZ lives) (PP (IN in) (NP (NNS caves))))))))))#
1350	dicamptodon	cold	streams	(S1 (S (NP (NNS salamanders)) (VP (VBN found) (PP (IN near) (NP (NP (JJ cold) (NNS streams)) (PP (IN throughout) (NP (DT the) (NN year))))))))#
1351	dicamptodontid	cold	streams	(S1 (S (NP (NNS salamanders)) (VP (VBN found) (PP (IN near) (NP (NP (JJ cold) (NNS streams)) (PP (IN throughout) (NP (DT the) (NN year))))))))#
1352	plethodont	thin	moist	(S1 (S (NP (NP (ADJP (RB mostly) (JJ terrestrial)) (NNS salamanders)) (SBAR (WHNP (WDT that)) (S (S (VP (VB breathe) (PP (IN through) (NP (PRP$ their) (JJ thin) (NN moist) (NN skin))))) (: ;) (S (VP (VB lay) (NP (NNS eggs)) (PP (IN in) (NP (NP (JJ moist) (NNS places)) (PP (IN on) (NP (NN land)))))))))) (: ;) (ADVP (RB rarely)) (VP (VBP enter) (NP (NN water)))))#
