ID	Word	W1	W2	DEF_SYNT
406	bottle-green	moderate	color	(S1 (PP (IN of) (NP (DT a) (NN dark) (S (VP (TO to) (VP (VB moderate) (NP (JJ greyish) (JJ green) (NN color))))))))#
407	canary-yellow	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (NP (DT a) (NN canary)) (: ;) (PP (IN of) (NP (DT a) (NN light) (S (VP (TO to) (VP (VB moderate) (NP (NN yellow)))))))))))))#
408	deep-yellow	having	color	(S1 (PP (IN of) (S (NP (NN something)) (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (DT a) (NN pumpkin))))))))#
409	fuscous	having	grey	(S1 (PP (IN of) (S (NP (NN something)) (VP (VBG having) (NP (DT a) (JJ dusky) (JJ brownish) (NNP grey) (NN color))))))#
410	jade-green	having	color	(S1 (FRAG (PP (IN of) (NP (NP (NN something)) (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (NN jade))))))) (: ;) (ADVP (RB especially)) (VP (VBG varying) (PP (IN from) (NP (JJ bluish) (NN green))) (S (VP (TO to) (VP (VB yellowish) (NP (NN green))))))))#
411	brownish-red	purplish	red	(S1 (SBAR (IN of) (S (NP (JJ dark)) (VP (VBP brownish) (S (VP (TO to) (VP (VB purplish) (NP (NN red)))))))))#
412	mouse-colored	resembling	mouse	(S1 (PP (IN of) (S (NP (NN something)) (VP (VBG having) (S (NP (DT a) (JJ drab) (JJ pale) (JJ brown) (NN color)) (VP (VBG resembling) (NP (DT a) (NN mouse))))))))#
413	ochre	containing	silica	(S1 (S (NP (NP (DT any)) (PP (IN of) (NP (NP (JJ various) (NNS earths)) (VP (VBG containing) (NP (NP (NN silica) (CC and) (NN alumina)) (CC and) (NP (JJ ferric) (NN oxide))))))) (: ;) (VP (VBD used) (PP (IN as) (NP (DT a) (NN pigment))))))#
414	peachy-colored	resembling	peach	(S1 (PP (IN of) (S (NP (NN something)) (VP (VBG resembling) (NP (NP (DT a) (NN peach)) (PP (IN in) (NP (NN color))))))))#
415	peachy-coloured	resembling	peach	(S1 (PP (IN of) (S (NP (NN something)) (VP (VBG resembling) (NP (NP (DT a) (NN peach)) (PP (IN in) (NP (NN color))))))))#
416	blood-red	resembling	color	(S1 (FRAG (PP (IN of) (NP (NP (DT a) (NN color)) (PP (IN at) (NP (NP (DT the) (NN end)) (PP (IN of) (NP (DT the) (NN color) (NN spectrum))))))) (PRN (-LRB- -LRB-) (ADJP (JJ next) (PP (TO to) (NP (NN orange)))) (-RRB- -RRB-)) (: ;) (S (VP (VBG resembling) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (NP (NN blood) (CC or) (NNS cherries)) (CC or) (NP (NNS tomatoes) (CC or) (NNS rubies)))))))))#
417	cherry-red	resembling	color	(S1 (FRAG (PP (IN of) (NP (NP (DT a) (NN color)) (PP (IN at) (NP (NP (DT the) (NN end)) (PP (IN of) (NP (DT the) (NN color) (NN spectrum))))))) (PRN (-LRB- -LRB-) (ADJP (JJ next) (PP (TO to) (NP (NN orange)))) (-RRB- -RRB-)) (: ;) (S (VP (VBG resembling) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (NP (NN blood) (CC or) (NNS cherries)) (CC or) (NP (NNS tomatoes) (CC or) (NNS rubies)))))))))#
418	ruby-red	resembling	color	(S1 (FRAG (PP (IN of) (NP (NP (DT a) (NN color)) (PP (IN at) (NP (NP (DT the) (NN end)) (PP (IN of) (NP (DT the) (NN color) (NN spectrum))))))) (PRN (-LRB- -LRB-) (ADJP (JJ next) (PP (TO to) (NP (NN orange)))) (-RRB- -RRB-)) (: ;) (S (VP (VBG resembling) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (NP (NN blood) (CC or) (NNS cherries)) (CC or) (NP (NNS tomatoes) (CC or) (NNS rubies)))))))))#
419	rusty-brown	having	color	(S1 (PP (IN of) (S (NP (NN something)) (VP (VBG having) (NP (NP (DT the) (JJ brown) (NN color)) (PP (IN of) (NP (NN rust))))))))#
420	silver-blue	having	color	(S1 (PP (IN of) (S (NP (NN something)) (VP (VBG having) (NP (NP (DT a) (NN color)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (NP (DT a) (JJ light) (JJ shiny) (NN blue))))))))))#
421	silvery-blue	having	color	(S1 (PP (IN of) (S (NP (NN something)) (VP (VBG having) (NP (NP (DT a) (NN color)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (NP (DT a) (JJ light) (JJ shiny) (NN blue))))))))))#
422	silver-green	having	color	(S1 (PP (IN of) (S (NP (NN something)) (VP (VBG having) (NP (NP (DT a) (NN color)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (NP (DT a) (JJ light) (JJ shiny) (NN green))))))))))#
423	silvery-green	having	color	(S1 (PP (IN of) (S (NP (NN something)) (VP (VBG having) (NP (NP (DT a) (NN color)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (NP (DT a) (JJ light) (JJ shiny) (NN green))))))))))#
424	snuff-brown	yellowish	brown	(S1 (NP (NP (NNP snuff) (NNP colored)) (: ;) (PP (IN of) (NP (NP (DT a) (NN greyish)) (SBAR (S (VP (TO to) (VP (VB yellowish) (NP (NNP brown))))))))))#
425	mummy-brown	yellowish	brown	(S1 (NP (NP (NNP snuff) (NNP colored)) (: ;) (PP (IN of) (NP (NP (DT a) (NN greyish)) (SBAR (S (VP (TO to) (VP (VB yellowish) (NP (NNP brown))))))))))#
426	chukker-brown	yellowish	brown	(S1 (NP (NP (NNP snuff) (NNP colored)) (: ;) (PP (IN of) (NP (NP (DT a) (NN greyish)) (SBAR (S (VP (TO to) (VP (VB yellowish) (NP (NNP brown))))))))))#
427	sulfur-yellow	having	color	(S1 (PP (IN of) (S (NP (NN something)) (VP (VBG having) (NP (NP (DT the) (JJ yellow) (NN color)) (PP (IN of) (NP (NN sulfur))))))))#
428	sulphur-yellow	having	color	(S1 (PP (IN of) (S (NP (NN something)) (VP (VBG having) (NP (NP (DT the) (JJ yellow) (NN color)) (PP (IN of) (NP (NN sulfur))))))))#
429	tawny-brown	brownish	orange	(S1 (S (PP (IN of) (NP (NP (DT a) (NN light)) (ADJP (JJ brown) (S (VP (TO to) (VP (VB brownish) (NP (NN orange) (NN color)))))))) (: ;) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (VBN tanned) (NN leather))))))#
430	Chinese-red	reddish-orange	color	(S1 (PP (IN of) (NP (DT a) (JJ vivid) (NN red) (S (VP (TO to) (VP (VB reddish-orange) (NP (NN color))))))))#
431	wine-red	having	color	(S1 (PP (IN of) (S (NP (NN something)) (VP (VBG having) (NP (NP (DT the) (JJ dark) (JJ red) (NN color)) (PP (IN of) (NP (JJ red) (NN wine))))))))#
432	xanthous	resembling	color	(S1 (PP (IN of) (S (NP (NP (DT the) (NN color) (JJ intermediate)) (PP (IN between) (NP (NP (NN green) (CC and) (NN orange)) (PP (IN in) (NP (DT the) (NN color) (NN spectrum))))) (: ;) (PP (IN of) (NP (NN something)))) (VP (VBG resembling) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (DT an) (NN egg) (NN yolk))))))))#
433	hueless	having	hue	(S1 (PP (IN of) (S (NP (NN something)) (VP (VP (ADVP (RB totally)) (VBG lacking) (PP (IN in) (NP (NN saturation)))) (CC and) (VP (ADVP (RB therefore)) (VBG having) (NP (DT no) (NN hue)))))))#
434	silver-grey	resembling	silver	(S1 (PP (IN of) (S (NP (NNP grey)) (VP (VBG resembling) (NP (NN silver))))))#
435	silver-gray	resembling	silver	(S1 (PP (IN of) (S (NP (NNP grey)) (VP (VBG resembling) (NP (NN silver))))))#
436	silvery-grey	resembling	silver	(S1 (PP (IN of) (S (NP (NNP grey)) (VP (VBG resembling) (NP (NN silver))))))#
437	silvery-gray	resembling	silver	(S1 (PP (IN of) (S (NP (NNP grey)) (VP (VBG resembling) (NP (NN silver))))))#
438	silver-white	resembles	silver	(S1 (PP (IN of) (NP (NP (DT a) (JJ white)) (SBAR (WHNP (WDT that)) (S (VP (VBZ resembles) (NP (NN silver))))))))#
439	silvery-white	resembles	silver	(S1 (PP (IN of) (NP (NP (DT a) (JJ white)) (SBAR (WHNP (WDT that)) (S (VP (VBZ resembles) (NP (NN silver))))))))#
440	white-flowered	having	flowers	(S1 (S (PRN (-LRB- -LRB-) (PP (IN of) (NP (NNS plants))) (-RRB- -RRB-)) (VP (VBG having) (NP (JJ white) (NNS flowers)))))#
441	off-white	color	color	(S1 (NP (NP (DT a) (NN shade)) (PP (IN of) (S (VP (JJ white) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (JJ bleached) (NNS bones)))))))))#
442	black-and-white	lacking	hue	(S1 (S (S (VP (VBG lacking) (NP (NP (NN hue)) (CC or) (NP (NP (NNS shades)) (PP (IN of) (NP (NNP grey))))))) (: ;) (NP (NP (NN part) (JJ white)) (CC and) (NP (NN part) (JJ black)))))#
443	bicolour	having	colors	(S1 (S (VP (VBG having) (NP (CD two) (NNS colors)))))#
444	bicoloured	having	colors	(S1 (S (VP (VBG having) (NP (CD two) (NNS colors)))))#
445	bichrome	having	colors	(S1 (S (VP (VBG having) (NP (CD two) (NNS colors)))))#
446	blue-flowered	having	flowers	(S1 (S (VP (VBG having) (NP (JJ blue) (NNS flowers)))))#
447	brightly-colored	having	color	(S1 (S (VP (VBG having) (NP (DT a) (JJ bright) (NN color)))))#
448	brightly-coloured	having	color	(S1 (S (VP (VBG having) (NP (DT a) (JJ bright) (NN color)))))#
449	buff-colored	having	color	(S1 (S (VP (VBG having) (NP (DT a) (JJ buff) (NN color)))))#
450	buff-coloured	having	color	(S1 (S (VP (VBG having) (NP (DT a) (JJ buff) (NN color)))))#
451	chestnut-colored	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (JJ brown) (NN color)) (PP (IN of) (NP (NNS chestnuts)))))))#
452	chestnut-coloured	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (JJ brown) (NN color)) (PP (IN of) (NP (NNS chestnuts)))))))#
453	chocolate-colored	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (JJ dark) (NN chocolate)))))))#
454	chocolate-coloured	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (JJ dark) (NN chocolate)))))))#
455	cinnamon-colored	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (NN cinnamon)))))))#
456	cinnamon-coloured	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (NN cinnamon)))))))#
457	cream-colored	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (JJ fresh) (NN cream)))))))#
458	creamy-colored	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (JJ fresh) (NN cream)))))))#
459	creamy-white	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (JJ fresh) (NN cream)))))))#
460	dark-colored	having	color	(S1 (S (VP (VBG having) (NP (DT a) (JJ dark) (NN color)))))#
461	dark-coloured	having	color	(S1 (S (VP (VBG having) (NP (DT a) (JJ dark) (NN color)))))#
462	dusky-colored	having	color	(S1 (S (VP (VBG having) (NP (DT a) (JJ dark) (NN color)))))#
463	dusky-coloured	having	color	(S1 (S (VP (VBG having) (NP (DT a) (JJ dark) (NN color)))))#
464	dun-colored	having	dun	(S1 (S (VP (VBG having) (NP (DT a) (NNP dun) (NN color)))))#
465	dun-coloured	having	dun	(S1 (S (VP (VBG having) (NP (DT a) (NNP dun) (NN color)))))#
466	fawn-colored	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (DT a) (NNP fawn)))))))#
467	fawn-coloured	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (DT a) (NNP fawn)))))))#
468	flame-colored	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (JJ brilliant) (JJ orange-red) (NN color)) (PP (IN of) (NP (NNS flames)))))))#
469	flame-coloured	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (JJ brilliant) (JJ orange-red) (NN color)) (PP (IN of) (NP (NNS flames)))))))#
470	flesh-colored	having	color	(S1 (S (VP (VBG having) (NP (DT a) (JJ bright) (ADJP (JJ red) (CC or) (JJ pinkish)) (NN color)))))#
471	flesh-coloured	having	color	(S1 (S (VP (VBG having) (NP (DT a) (JJ bright) (ADJP (JJ red) (CC or) (JJ pinkish)) (NN color)))))#
472	garnet-colored	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (NN garnet)))))))#
473	garnet-coloured	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (NN garnet)))))))#
474	gold-colored	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (NN gold)))))))#
475	gold-coloured	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (NN gold)))))))#
476	honey-colored	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (NN honey)))))))#
477	honey-coloured	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (NN honey)))))))#
478	lead-colored	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (NN lead)))))))#
479	lead-coloured	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (NN lead)))))))#
480	liver-colored	having	color	(S1 (S (VP (VBG having) (NP (DT a) (JJ reddish-brown) (NN color)))))#
481	metal-colored	having	color	(S1 (S (VP (VBG having) (NP (DT a) (JJ metallic) (NN color)))))#
482	metal-coloured	having	color	(S1 (S (VP (VBG having) (NP (DT a) (JJ metallic) (NN color)))))#
483	metallic-colored	having	color	(S1 (S (VP (VBG having) (NP (DT a) (JJ metallic) (NN color)))))#
484	metallic-coloured	having	color	(S1 (S (VP (VBG having) (NP (DT a) (JJ metallic) (NN color)))))#
485	monochromic	have	color	(S1 (S (VP (VBG having) (CC or) (VBG appearing) (S (VP (TO to) (VP (VB have) (NP (QP (RB only) (CD one)) (NN color))))))))#
486	monochromous	have	color	(S1 (S (VP (VBG having) (CC or) (VBG appearing) (S (VP (TO to) (VP (VB have) (NP (QP (RB only) (CD one)) (NN color))))))))#
487	varicoloured	having	variety	(S1 (S (VP (VBG having) (NP (NP (DT a) (NN variety)) (PP (IN of) (NP (NNS colors)))))))#
488	neutral-colored	having	color	(S1 (S (VP (VBG having) (NP (NP (DT a) (NN color)) (SBAR (WHNP (WDT that)) (S (VP (VBZ does) (RB not) (VP (VB attract) (NP (NN attention))))))))))#
489	neutral-coloured	having	color	(S1 (S (VP (VBG having) (NP (NP (DT a) (NN color)) (SBAR (WHNP (WDT that)) (S (VP (VBZ does) (RB not) (VP (VB attract) (NP (NN attention))))))))))#
490	olive-colored	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (JJ green) (NNS olives)))))))#
491	olive-coloured	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (JJ green) (NNS olives)))))))#
492	orange-colored	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (JJ ripe) (NNS oranges)))))))#
493	orange-coloured	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (JJ ripe) (NNS oranges)))))))#
494	orange-hued	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (JJ ripe) (NNS oranges)))))))#
495	orange-flowered	having	orange	(S1 (S (VP (VBG having) (NP (NN orange) (NNS flowers)))))#
496	pale-colored	having	color	(S1 (S (VP (VBG having) (NP (DT a) (JJ pale) (NN color)))))#
497	pale-hued	having	color	(S1 (S (VP (VBG having) (NP (DT a) (JJ pale) (NN color)))))#
498	pastel-colored	having	colors	(S1 (S (VP (VBG having) (NP (JJ pale) (JJ delicate) (NNS colors)))))#
499	peach-colored	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (DT a) (JJ ripe) (NN peach)))))))#
500	polychromic	having	colors	(S1 (S (VP (VBG having) (CC or) (VBG exhibiting) (NP (JJ many) (NNS colors)))))#
501	purple-flowered	having	flowers	(S1 (S (VP (VBG having) (NP (JJ purple) (NNS flowers)))))#
502	red-flowered	having	flowers	(S1 (S (VP (VBG having) (NP (JJ red) (NNS flowers)))))#
503	rose-colored	reflecting	optimism	(S1 (S (VP (VBG reflecting) (NP (NN optimism)))))#
504	rosy-colored	having	rose	(S1 (S (VP (VBG having) (NP (DT a) (NN rose) (NN color)))))#
505	rust-colored	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (JJ brown) (NN color)) (PP (IN of) (NP (NN rust)))))))#
506	silver-colored	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (JJ polished) (NN silver)))))))#
507	straw-colored	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (JJ dry) (NN straw)))))))#
508	straw-coloured	having	color	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN color)) (PP (IN of) (NP (JJ dry) (NN straw)))))))#
509	tawny-colored	having	color	(S1 (S (VP (VBG having) (NP (DT a) (JJ tawny) (NN color)))))#
510	tawny-coloured	having	color	(S1 (S (VP (VBG having) (NP (DT a) (JJ tawny) (NN color)))))#
511	trichrome	having	colors	(S1 (S (VP (VBG having) (CC or) (VBG involving) (NP (CD three) (NNS colors)))))#
512	violet-colored	having	violet	(S1 (S (VP (VBG having) (NP (DT a) (NN violet) (NN color)))))#
513	violet-coloured	having	violet	(S1 (S (VP (VBG having) (NP (DT a) (NN violet) (NN color)))))#
514	violet-flowered	having	violet	(S1 (S (VP (VBG having) (NP (DT a) (NN violet) (NN color)))))#
515	achromatous	having	little	(S1 (S (VP (VBG having) (NP (NP (JJ little)) (CC or) (NP (JJ inadequate) (NN color))))))#
516	achromic	having	color	(S1 (S (VP (VBG having) (NP (DT no) (NN color)))))#
517	achromous	having	color	(S1 (S (VP (VBG having) (NP (DT no) (NN color)))))#
518	etiolate	stunting	growth	(S1 (S (VP (VB make) (ADJP (JJ weak)) (PP (IN by) (S (VP (VBG stunting) (NP (NP (DT the) (NN growth) (CC or) (NN development)) (PP (IN of)))))))))#
519	pastelike	resembling	paste	(S1 (S (S (VP (VBG resembling) (NP (NP (NN paste)) (PP (IN in) (NP (NN color)))))) (: ;) (VP (VBD pallid))))#
520	prefaded	given	appearance	(S1 (S (VP (PRN (-LRB- -LRB-) (PP (IN of) (NP (NN fabric) (CC or) (NN clothing))) (-RRB- -RRB-)) (S (VP (VBG having) (VP (VBN been) (VP (VBN given) (NP (DT a) (ADJP (VBN faded) (PRN (-LRB- -LRB-) (ADJP (JJ weathered)) (-RRB- -RRB-))) (NN appearance)) (PP (IN by) (NP (NN artificial) (NNS means))))))))))#
521	waxlike	having	paleness	(S1 (S (VP (VBG having) (NP (NP (DT the) (NN paleness)) (PP (IN of) (NP (NN wax)))))))#
522	light-colored	having	amount	(S1 (S (-LRB- -LRB-) (NP (NP (JJ used)) (PP (IN of) (NP (NN color)))) (-RRB- -RRB-) (VP (VBG having) (NP (NP (DT a) (ADJP (RB relatively) (JJ small)) (NN amount)) (PP (IN of) (S (VP (VBG coloring) (NP (NN agent)))))))))#
523	ultramontane	advocates	ultramontanism	(S1 (NP (NP (DT a) (NNPS Roman) (NNP Catholic)) (SBAR (WHNP (WP who)) (S (VP (VBZ advocates) (NP (NP (NN ultramontanism)) (PRN (-LRB- -LRB-) (NP (NP (JJ supreme) (JJ papal) (NN authority)) (PP (IN in) (NP (NP (NNS matters)) (PP (IN of) (NP (NN faith) (CC and) (NN discipline)))))) (-RRB- -RRB-))))))))#
524	christianly	like	Christian	(S1 (S (VP (VBG becoming) (S (VP (TO to) (VP (CC or) (VB like) (NP (DT a) (NNP Christian))))))))#
525	christlike	resembling	spirit	(S1 (S (VP (VBG resembling) (CC or) (VBG showing) (NP (NP (DT the) (NN spirit)) (PP (IN of) (NP (NNP Christ)))))))#
526	christly	resembling	spirit	(S1 (S (VP (VBG resembling) (CC or) (VBG showing) (NP (NP (DT the) (NN spirit)) (PP (IN of) (NP (NNP Christ)))))))#
527	noncivilized	having	state	(S1 (S (VP (RB not) (VBG having) (NP (NP (DT a) (JJ high) (NN state)) (PP (IN of) (NP (NP (NN culture)) (CC and) (NP (JJ social) (NN development))))))))#
528	noncivilised	having	state	(S1 (S (VP (RB not) (VBG having) (NP (NP (DT a) (JJ high) (NN state)) (PP (IN of) (NP (NP (NN culture)) (CC and) (NP (JJ social) (NN development))))))))#
529	uncivilised	civilizing	influences	(S1 (PP (IN without) (S (VP (VBG civilizing) (NP (NNS influences))))))#
530	dirty-faced	having	face	(S1 (S (VP (VBG having) (NP (DT a) (JJ dirty) (NN face)))))#
531	dirty-minded	having	thoughts	(S1 (S (VP (VBG having) (NP (JJ lewd) (NNS thoughts)))))#
532	foul-mouthed	using	language	(S1 (S (VP (VBG using) (NP (JJ foul) (CC or) (JJ obscene) (NN language)))))#
533	foul-spoken	using	language	(S1 (S (VP (VBG using) (NP (JJ foul) (CC or) (JJ obscene) (NN language)))))#
534	uncontaminating	spreading	pollution	(S1 (S (S (RB not) (VP (VBG spreading) (NP (NN pollution) (CC or) (NN contamination)))) (: ;) (NP (RB especially) (JJ radioactive) (NN contamination))))#
535	cosher	dietary	laws	(S1 (S (VP (VBG conforming) (S (VP (TO to) (VP (VB dietary) (NP (NNS laws))))))))#
536	tref	dietary	laws	(S1 (S (VP (RB not) (VBG conforming) (S (VP (TO to) (VP (VB dietary) (NP (NNS laws))))))))#
537	terefah	dietary	laws	(S1 (S (VP (RB not) (VBG conforming) (S (VP (TO to) (VP (VB dietary) (NP (NNS laws))))))))#
538	clear-cut	remove	trees	(S1 (S (VP (VB remove) (NP (PDT all) (DT the) (NNS trees)) (PP (IN at) (NP (CD one) (NN time))))))#
539	hyaloid	enveloping	humor	(S1 (S (NP (DT the) (JJ transparent) (NN membrane)) (VP (VP (VBG enveloping) (NP (NP (DT the) (JJ vitreous) (NN humor)) (PP (IN of) (NP (DT the) (NN eye))))) (CC and) (VP (VBG separating) (NP (PRP it)) (PP (IN from) (NP (DT the) (NN retina)))))))#
540	anserine	resembling	goose	(S1 (PP (IN of) (S (VP (CC or) (VBG resembling) (NP (DT a) (NN goose))))))#
541	dopy	having	stupidity	(S1 (S (VP (VBG having) (CC or) (VBG revealing) (NP (NN stupidity)))))#
542	goosy	having	stupidity	(S1 (S (VP (VBG having) (CC or) (VBG revealing) (NP (NN stupidity)))))#
543	gooselike	having	stupidity	(S1 (S (VP (VBG having) (CC or) (VBG revealing) (NP (NN stupidity)))))#
544	gaumless	lacking	intelligence	(S1 (S (-LRB- -LRB-) (NP (JJ British) (JJ informal)) (-RRB- -RRB-) (VP (VBG lacking) (NP (NN intelligence) (CC and) (NN vitality)))))#
545	nitwitted	lacking	sense	(S1 (S (-LRB- -LRB-) (NP (CONJP (IN of) (RB especially)) (NNS persons)) (-RRB- -RRB-) (VP (VBG lacking) (NP (NP (NN sense)) (CC or) (NP (NN understanding) (CC or) (NN judgment))))))#
546	soft-witted	lacking	sense	(S1 (S (-LRB- -LRB-) (NP (CONJP (IN of) (RB especially)) (NNS persons)) (-RRB- -RRB-) (VP (VBG lacking) (NP (NP (NN sense)) (CC or) (NP (NN understanding) (CC or) (NN judgment))))))#
547	long-distance	being	telephone	(S1 (PP (IN of) (S (VP (CC or) (VP (VBG relating) (PP (TO to))) (CC or) (VP (VBG being) (NP (DT a) (JJ long-distance) (NN telephone) (NN call)))))))#
548	walk-to	close	enough	(S1 (S (VP (VB close) (NP (NP (NN enough)) (SBAR (S (VP (TO to) (VP (VB be) (VP (VBD walked) (S (VP (TO to))))))))))))#
549	uncousinly	cousin	cousin	(S1 (FRAG (RB not) (VP (JJ befitting) (NP (DT a) (NN cousin)))))#
550	appareled	put	clothes	(S1 (S (VP (VP (VB provide) (PP (IN with) (NP (NNS clothes)))) (CC or) (VP (VB put) (NP (NNS clothes)) (PP (IN on))))))#
551	garmented	put	clothes	(S1 (S (VP (VP (VB provide) (PP (IN with) (NP (NNS clothes)))) (CC or) (VP (VB put) (NP (NNS clothes)) (PP (IN on))))))#
552	heavy-coated	wearing	coat	(S1 (S (VP (VBG wearing) (NP (DT a) (JJ heavy) (NN coat)))))#
553	surpliced	wearing	surplice	(S1 (S (VP (VBG wearing) (NP (DT a) (NN surplice)))))#
554	bare-breasted	featuring	nudity	(S1 (S (VP (VBG having) (S (S (NP (DT the) (NNS breasts)) (VP (VBN uncovered))) (CC or) (S (VP (VBG featuring) (NP (JJ such) (NN nudity))))))))#
555	clothesless	possessing	clothing	(S1 (S (VP (VBG possessing) (NP (DT no) (NN clothing)))))#
556	garmentless	possessing	clothing	(S1 (S (VP (VBG possessing) (NP (DT no) (NN clothing)))))#
557	raimentless	possessing	clothing	(S1 (S (VP (VBG possessing) (NP (DT no) (NN clothing)))))#
558	off-the-shoulder	covering	shoulders	(S1 (S (RB not) (VP (VBG covering) (NP (NP (DT the) (NNS shoulders)) (PRN (-LRB- -LRB-) (PP (ADVP (RB especially)) (IN in) (NP (NP (DT the) (NN case)) (PP (IN of) (NP (DT a) (NN blouse) (CC or) (NN dress))))) (-RRB- -RRB-))))))#
559	unappareled	having	clothing	(S1 (S (VP (VBG having) (NP (VBN removed) (NN clothing)))))#
560	unattired	having	clothing	(S1 (S (VP (VBG having) (NP (VBN removed) (NN clothing)))))#
561	ungarbed	having	clothing	(S1 (S (VP (VBG having) (NP (VBN removed) (NN clothing)))))#
562	ungarmented	having	clothing	(S1 (S (VP (VBG having) (NP (VBN removed) (NN clothing)))))#
563	vapourous	transmit	light	(S1 (S (ADJP (RB so) (JJ thin)) (SBAR (IN as) (S (VP (TO to) (VP (VB transmit) (NP (NN light))))))))#
564	crannied	having	chinks	(S1 (S (VP (VBG having) (NP (NP (JJ small) (NNS chinks) (CC or) (NNS crannies)) (PRN (-LRB- -LRB-) (PP (ADVP (RB especially)) (IN in) (CC or) (IN between) (NP (NNS rocks) (CC or) (NNS stones))) (-RRB- -RRB-))))))#
565	hushed-up	using	influence	(S1 (S (PRN (-LRB- -LRB-) (VP (VBN used) (PP (IN of) (NP (NN information) (CC or) (NN news)))) (-RRB- -RRB-)) (VP (VBD kept) (ADJP (JJ secret)) (PP (IN by) (S (VP (VBG using) (NP (NN influence))))))))#
566	noncombinative	involving	combination	(S1 (S (RB not) (VP (VBG involving) (NP (NN combination)))))#
567	flame-retardant	catching	fire	(S1 (S (ADJP (JJ resistant) (PP (TO to) (S (VP (VBG catching) (NP (NN fire))))))))#
568	aflare	streaming	wide	(S1 (S (VP (VBG streaming) (CC or) (VBG flapping) (CC or) (VBG spreading) (NP (NP (JJ wide)) (PP (IN as) (PP (IN if) (PP (IN in) (NP (NP (DT a) (NN current)) (PP (IN of) (NP (NN air)))))))))))#
569	homy	having	feeling	(S1 (S (VP (VBG having) (NP (NP (DT a) (NN feeling)) (PP (IN of) (NP (NN home))) (: ;) (ADJP (JJ cozy) (CC and) (JJ comfortable))))))#
