ID	Word	W1	W2	DEF_SYNT
646	vindictive	showing	will	(S1 (S (S (VP (VBG showing) (NP (NP (JJ malicious) (JJ ill) (NN will)) (CC and) (NP (DT a) (NN desire) (S (VP (TO to) (VP (VB hurt)))))))) (: ;) (VP (VBN motivated) (PP (IN by) (NP (NN spite))))))#
647	leering	knowing	malice	(S1 (S (VP (VBG showing) (S (VP (JJ sly) (CC or) (VBG knowing) (NP (NN malice)) (PP (IN in) (NP (DT a) (NN glance))))))))#
648	beady-eyed	having	eyes	(S1 (S (VP (VBG having) (NP (NP (NNS eyes)) (SBAR (WHNP (WDT that)) (S (VP (VBP gleam) (PP (IN with) (NP (NN malice))))))))))#
649	champion	holding	place	(S1 (S (VP (VBG holding) (NP (NP (JJ first) (NN place)) (PP (IN in) (NP (DT a) (NN contest)))))))#
650	prizewinning	holding	place	(S1 (S (VP (VBG holding) (NP (NP (JJ first) (NN place)) (PP (IN in) (NP (DT a) (NN contest)))))))#
651	record-breaking	surpassing	record	(S1 (S (VP (VBG surpassing) (NP (DT any) (ADJP (RB previously) (VBN established)) (NN record)))))#
652	bidirectional	allowing	movement	(S1 (S (VP (VB reactive) (CC or) (VBG functioning) (CC or) (VBG allowing) (NP (NP (NN movement)) (PP (IN in) (NP (CD two) (ADJP (RB usually) (JJ opposite)) (NNS directions)))))))#
653	biface	having	faces	(S1 (S (VP (VBG having) (NP (CD two) (NNS faces) (CC or) (NNS fronts)))))#
654	bifacial	having	faces	(S1 (S (VP (VBG having) (NP (CD two) (NNS faces) (CC or) (NNS fronts)))))#
655	duplex	allowing	communication	(S1 (S (VP (VBG allowing) (NP (NP (NN communication)) (PP (IN in) (NP (JJ opposite) (NNS directions)))) (ADVP (RB simultaneously)))))#
656	two-way	permitting	operation	(S1 (S (VP (VBG operating) (CC or) (VBG permitting) (NP (NP (NN operation)) (PP (IN in) (NP (NP (DT either)) (PP (IN of) (NP (CD two) (JJ opposite) (NNS directions)))))))))#
657	unidirectional	allowing	movement	(S1 (S (VP (VBG operating) (CC or) (VBG moving) (CC or) (VBG allowing) (NP (NN movement)) (PP (IN in) (NP (CD one) (NN direction) (RB only))))))#
658	one-way	permitting	movement	(S1 (S (VP (VBG moving) (CC or) (VBG permitting) (NP (NN movement)) (PP (IN in) (NP (CD one) (NN direction) (RB only))))))#
659	simplex	allowing	communication	(S1 (S (VP (VBG allowing) (NP (NP (NN communication)) (PP (IN in) (NP (NP (QP (RB only) (CD one)) (NN direction)) (PP (PP (IN at) (NP (DT a) (NN time))) (, ,) (CC or) (PP (IN in) (NP (NP (NN telegraphy)) (VP (VBG allowing) (NP (NP (QP (RB only) (CD one)) (NN message)) (PP (IN over) (NP (NP (DT a) (NN line)) (PP (IN at) (NP (DT a) (NN time))))))))))))))))#
660	unifacial	having	principal	(S1 (S (VP (VBG having) (NP (CC but) (NP (CD one) (NN principal)) (CC or) (NP (JJ specialized) (NN surface))))))#
661	faced	having	face	(S1 (S (S (VP (VP (VBG having) (NP (DT a) (NN face))) (CC or) (VP (VBG facing) (ADVP (RB especially)) (PP (IN of) (NP (NP (DT a) (VBN specified) (NN kind)) (CC or) (NP (NN number))))))) (: ;) (VP (ADVP (RB often)) (VBN used) (PP (IN in) (NP (NN combination))))))#
662	baby-faced	having	face	(S1 (S (VP (VBG having) (NP (DT a) (JJ youthful-looking) (NN face)))))#
663	featured	having	features	(S1 (S (S (VP (VBG having) (NP (JJ facial) (NNS features)) (SBAR (IN as) (S (VP (VBN specified)))))) (: ;) (ADVP (RB usually)) (VP (VBN used) (PP (IN in) (NP (NN combination))))))#
664	Janus-faced	having	faces--one	(S1 (S (VP (VBG having) (NP (NP (NP (CD two) (NNS faces--one)) (VP (VBG looking) (PP (TO to) (NP (DT the) (NN future))))) (CC and) (NP (NP (CD one)) (PP (TO to) (NP (DT the) (NN past))))))))#
665	two-faced	having	faces--one	(S1 (S (VP (VBG having) (NP (NP (NP (CD two) (NNS faces--one)) (VP (VBG looking) (PP (TO to) (NP (DT the) (NN future))))) (CC and) (NP (NP (CD one)) (PP (TO to) (NP (DT the) (NN past))))))))#
666	moon-faced	having	face	(S1 (S (VP (VBG having) (NP (DT a) (JJ round) (NN face)))))#
667	round-faced	having	face	(S1 (S (VP (VBG having) (NP (DT a) (JJ round) (NN face)))))#
668	pale-faced	having	face	(S1 (S (VP (VBG having) (NP (DT a) (JJ pale) (NN face)))))#
669	pug-faced	having	face	(S1 (S (VP (VBG having) (NP (NP (DT the) (JJ flat) (JJ wrinkled) (NN face)) (PP (IN of) (NP (DT a) (JJ pug) (NN dog)))))))#
670	sad-faced	having	face	(S1 (S (VP (VBG having) (NP (NP (DT a) (NN face)) (PP (IN with) (NP (DT a) (JJ sad) (NN expression)))))))#
671	sweet-faced	having	pleasing	(S1 (S (VP (VBG having) (NP (NP (DT a) (NN pleasing) (NN face)) (CC or) (NP (NP (CD one)) (VP (VBG showing) (NP (DT a) (JJ sweet) (NN disposition))))))))#
672	visaged	having	face	(S1 (S (VP (VBG having) (NP (DT a) (NN face) (CC or) (NN visage)) (SBAR (IN as) (S (VP (VBN specified)))))))#
673	bibbed	having	bib	(S1 (S (VP (VBG having) (NP (DT a) (NN bib)))))#
674	bibless	lacking	bib	(S1 (S (VP (VBG lacking) (NP (DT a) (NN bib)))))#
675	unilateral	involving	part	(S1 (S (VP (VBG involving) (NP (QP (RB only) (CD one)) (NN part) (CC or) (NN side)))))#
676	one-sided	involving	part	(S1 (S (VP (VBG involving) (NP (QP (RB only) (CD one)) (NN part) (CC or) (NN side)))))#
677	multilateral	having	parts	(S1 (S (VP (VBG having) (NP (JJ many) (NNS parts) (CC or) (NNS sides)))))#
678	many-sided	having	parts	(S1 (S (VP (VBG having) (NP (JJ many) (NNS parts) (CC or) (NNS sides)))))#
679	bilateral	having	sides	(S1 (S (VP (VBG having) (NP (CD two) (NNS sides) (CC or) (NNS parts)))))#
680	two-sided	having	sides	(S1 (S (VP (VBG having) (NP (CD two) (NNS sides) (CC or) (NNS parts)))))#
681	deep-lobed	having	lobes	(S1 (S (VP (VBG having) (NP (JJ deep) (JJ bilateral) (NNS lobes)))))#
682	two-lobed	having	lobes	(S1 (S (VP (VBG having) (NP (CD two) (NNS lobes)))))#
683	bipartite	involving	parts	(S1 (S (VP (VBG involving) (NP (CD two) (NNS parts) (CC or) (NNS elements)))))#
684	two-part	involving	parts	(S1 (S (VP (VBG involving) (NP (CD two) (NNS parts) (CC or) (NNS elements)))))#
685	joint	involving	houses	(S1 (S (VP (VBG involving) (NP (NP (DT both) (NNS houses)) (PP (IN of) (NP (DT a) (NN legislature)))))))#
686	multipartite	involving	parties	(S1 (S (VP (VBG involving) (NP (QP (JJR more) (IN than) (CD two)) (NNS parties)))))#
687	quadrilateral	having	sides	(S1 (S (VP (VBG having) (NP (CD four) (NNS sides)))))#
688	four-sided	having	sides	(S1 (S (VP (VBG having) (NP (CD four) (NNS sides)))))#
689	five-sided	having	sides	(S1 (S (VP (VBG having) (NP (CD five) (NNS sides)))))#
690	six-sided	having	sides	(S1 (S (VP (VBG having) (NP (CD six) (NNS sides)))))#
691	seven-sided	having	sides	(S1 (S (VP (VBG having) (NP (CD seven) (NNS sides)))))#
692	eight-sided	having	sides	(S1 (S (VP (VBG having) (NP (CD eight) (NNS sides)))))#
693	nine-sided	having	sides	(S1 (S (VP (VBG having) (NP (CD nine) (NNS sides)))))#
694	ten-sided	having	sides	(S1 (S (VP (VBG having) (NP (CD ten) (NNS sides)))))#
695	eleven-sided	having	sides	(S1 (S (VP (VBG having) (NP (CD eleven) (NNS sides)))))#
696	twelve-sided	having	sides	(S1 (S (VP (VBG having) (NP (CD twelve) (NNS sides)))))#
697	quadripartite	involving	parties	(S1 (S (VP (VBG involving) (NP (CD four) (NNS parties)))))#
698	four-party	involving	parties	(S1 (S (VP (VBG involving) (NP (CD four) (NNS parties)))))#
699	three-cornered	involving	group	(S1 (S (VP (VBG involving) (NP (NP (DT a) (NN group) (CC or) (NN set)) (PP (IN of) (NP (CD three)))))))#
700	three-lobed	having	lobes	(S1 (S (VP (VBG having) (NP (CD three) (NNS lobes)))))#
701	four-lobed	having	lobes	(S1 (S (VP (VBG having) (NP (CD four) (NNS lobes)))))#
702	five-lobed	having	lobes	(S1 (S (VP (VBG having) (NP (CD five) (NNS lobes)))))#
703	many-lobed	having	lobes	(S1 (S (VP (VBG having) (NP (JJ many) (NNS lobes)))))#
704	palmately-lobed	having	lobes	(S1 (S (VP (VBG having) (NP (NP (NNS lobes)) (VP (VBG radiating) (PP (IN from) (NP (DT a) (JJ central) (NN point))))))))#
705	trilateral	having	sides	(S1 (S (VP (VBG having) (NP (CD three) (NNS sides)))))#
706	triangular	having	sides	(S1 (S (VP (VBG having) (NP (CD three) (NNS sides)))))#
707	three-sided	having	sides	(S1 (S (VP (VBG having) (NP (CD three) (NNS sides)))))#
708	tripartite	involving	parties	(S1 (S (VP (VBG involving) (NP (CD three) (NNS parties) (CC or) (NNS elements)))))#
709	three-party	involving	parties	(S1 (S (VP (VBG involving) (NP (CD three) (NNS parties) (CC or) (NNS elements)))))#
710	three-way	involving	parties	(S1 (S (VP (VBG involving) (NP (CD three) (NNS parties) (CC or) (NNS elements)))))#
711	unimodal	having	mode	(S1 (S (VP (VBG having) (NP (DT a) (JJ single) (NN mode)))))#
712	two-eared	having	ears	(S1 (S (VP (VBG having) (NP (CD two) (NNS ears)))))#
713	stereophonic	designating	transmission	(S1 (S (VP (VBG designating) (NP (JJ sound) (NN transmission)) (PP (IN from) (NP (CD two) (NNS sources))) (PP (IN through) (NP (CD two) (NNS channels))))))#
714	stereo	designating	transmission	(S1 (S (VP (VBG designating) (NP (JJ sound) (NN transmission)) (PP (IN from) (NP (CD two) (NNS sources))) (PP (IN through) (NP (CD two) (NNS channels))))))#
715	two-channel	designating	transmission	(S1 (S (VP (VBG designating) (NP (JJ sound) (NN transmission)) (PP (IN from) (NP (CD two) (NNS sources))) (PP (IN through) (NP (CD two) (NNS channels))))))#
716	one-eared	having	ear	(S1 (S (VP (VBG having) (NP (DT a) (JJ single) (NN ear)))))#
717	mono	designating	transmission	(S1 (S (VP (VBG designating) (NP (JJ sound) (NN transmission) (CC or) (NN recording) (CC or) (NN reproduction)) (PP (IN over) (NP (DT a) (JJ single) (NN channel))))))#
718	monophonic	designating	transmission	(S1 (S (VP (VBG designating) (NP (JJ sound) (NN transmission) (CC or) (NN recording) (CC or) (NN reproduction)) (PP (IN over) (NP (DT a) (JJ single) (NN channel))))))#
719	single-channel	designating	transmission	(S1 (S (VP (VBG designating) (NP (JJ sound) (NN transmission) (CC or) (NN recording) (CC or) (NN reproduction)) (PP (IN over) (NP (DT a) (JJ single) (NN channel))))))#
720	binucleate	having	nuclei	(S1 (S (VP (VBG having) (NP (CD two) (NNS nuclei)))))#
721	binuclear	having	nuclei	(S1 (S (VP (VBG having) (NP (CD two) (NNS nuclei)))))#
722	binucleated	having	nuclei	(S1 (S (VP (VBG having) (NP (CD two) (NNS nuclei)))))#
723	mononuclear	having	nucleus	(S1 (S (VP (VBG having) (NP (QP (RB only) (CD one)) (NN nucleus)))))#
724	mononucleate	having	nucleus	(S1 (S (VP (VBG having) (NP (QP (RB only) (CD one)) (NN nucleus)))))#
725	trinucleate	having	nuclei	(S1 (S (VP (VBG having) (NP (CD three) (NNS nuclei)))))#
726	trinuclear	having	nuclei	(S1 (S (VP (VBG having) (NP (CD three) (NNS nuclei)))))#
727	trinucleated	having	nuclei	(S1 (S (VP (VBG having) (NP (CD three) (NNS nuclei)))))#
728	bipedal	having	feet	(S1 (S (VP (VBG having) (NP (CD two) (NNS feet)))))#
729	biped	having	feet	(S1 (S (VP (VBG having) (NP (CD two) (NNS feet)))))#
730	two-footed	having	feet	(S1 (S (VP (VBG having) (NP (CD two) (NNS feet)))))#
731	quadrupedal	having	feet	(S1 (S (VP (VBG having) (NP (CD four) (NNS feet)))))#
732	quadruped	having	feet	(S1 (S (VP (VBG having) (NP (CD four) (NNS feet)))))#
733	four-footed	having	feet	(S1 (S (VP (VBG having) (NP (CD four) (NNS feet)))))#
734	colored	having	skin	(S1 (S (VP (VBG having) (NP (NP (NN skin)) (ADJP (JJ rich) (PP (IN in) (NP (NN melanin) (NNS pigments))))))))#
735	coloured	having	skin	(S1 (S (VP (VBG having) (NP (NP (NN skin)) (ADJP (JJ rich) (PP (IN in) (NP (NN melanin) (NNS pigments))))))))#
736	dark-skinned	having	skin	(S1 (S (VP (VBG having) (NP (NP (NN skin)) (ADJP (JJ rich) (PP (IN in) (NP (NN melanin) (NNS pigments))))))))#
737	non-white	having	skin	(S1 (S (VP (VBG having) (NP (NP (NN skin)) (ADJP (JJ rich) (PP (IN in) (NP (NN melanin) (NNS pigments))))))))#
738	negro	being	member	(S1 (S (VP (VBG relating) (PP (TO to) (UCP (CC or) (ADJP (JJ characteristic) (PP (IN of))) (CC or) (VP (VBG being) (NP (NP (DT a) (NN member)) (PP (IN of) (NP (NP (DT the) (JJ traditional) (JJ racial) (NN division)) (PP (IN of) (S (NP (NN mankind)) (VP (VBG having) (S (ADJP (JJ brown) (PP (TO to) (NP (NP (JJ black) (NN pigmentation)) (CC and) (NP (ADJP (RB tightly) (VBD curled)) (NN hair))))))))))))))))))#
739	white	having	skin	(S1 (PP (IN of) (S (VP (CC or) (VBG belonging) (PP (TO to) (NP (NP (DT a) (JJ racial) (NN group)) (VP (VBG having) (NP (JJ light) (NN skin) (NN coloration)))))))))#
740	light-skinned	having	skin	(S1 (S (VP (VBG having) (NP (JJ little) (NN skin) (NN pigmentation)))))#
741	blond	having	light	(S1 (S (VP (VBG being) (CC or) (VBG having) (NP (NP (NP (NN light)) (VP (VBN colored) (NP (NN skin) (CC and) (NN hair)))) (CC and) (NP (ADJP (ADJP (RB usually) (JJ blue)) (CC or) (ADJP (NNP grey))) (NNS eyes))))))#
742	blonde	having	light	(S1 (S (VP (VBG being) (CC or) (VBG having) (NP (NP (NP (NN light)) (VP (VBN colored) (NP (NN skin) (CC and) (NN hair)))) (CC and) (NP (ADJP (ADJP (RB usually) (JJ blue)) (CC or) (ADJP (NNP grey))) (NNS eyes))))))#
743	light-haired	having	light	(S1 (S (VP (VBG being) (CC or) (VBG having) (NP (NP (NP (NN light)) (VP (VBN colored) (NP (NN skin) (CC and) (NN hair)))) (CC and) (NP (ADJP (ADJP (RB usually) (JJ blue)) (CC or) (ADJP (NNP grey))) (NNS eyes))))))#
744	flaxen	yellowish	brown	(S1 (S (PP (IN of) (NP (NN hair) (NN color))) (: ;) (NP (NP (JJ pale) (NN yellowish)) (SBAR (S (VP (TO to) (VP (VB yellowish) (NP (NNP brown)))))))))#
745	nordic	resembling	peoples	(S1 (S (VP (VBG resembling) (NP (NP (NNS peoples)) (PP (IN of) (NP (NNP Scandinavia)))))))#
746	redheaded	having	hair	(S1 (S (VP (VBG having) (NP (NP (JJ red) (NN hair)) (CC and) (NP (ADJP (RB usually) (JJ fair)) (NN skin))))))#
747	bronzed	having	tan	(S1 (S (VP (PRN (-LRB- -LRB-) (PP (IN of) (NP (NN skin))) (-RRB- -RRB-)) (S (VP (VBG having) (NP (DT a) (NNP tan) (NN color)) (PP (IN from) (NP (NP (NN exposure)) (PP (TO to) (NP (DT the) (NN sun))))))))))#
748	suntanned	having	tan	(S1 (S (VP (PRN (-LRB- -LRB-) (PP (IN of) (NP (NN skin))) (-RRB- -RRB-)) (S (VP (VBG having) (NP (DT a) (NNP tan) (NN color)) (PP (IN from) (NP (NP (NN exposure)) (PP (TO to) (NP (DT the) (NN sun))))))))))#
749	tanned	having	tan	(S1 (S (VP (PRN (-LRB- -LRB-) (PP (IN of) (NP (NN skin))) (-RRB- -RRB-)) (S (VP (VBG having) (NP (DT a) (NNP tan) (NN color)) (PP (IN from) (NP (NP (NN exposure)) (PP (TO to) (NP (DT the) (NN sun))))))))))#
750	black-haired	having	hair	(S1 (S (VP (VBG having) (NP (NP (NN hair)) (PP (IN of) (NP (DT a) (JJ dark) (NN color)))))))#
751	brown-haired	having	hair	(S1 (S (VP (VBG having) (NP (NP (NN hair)) (PP (IN of) (NP (DT a) (JJ dark) (NN color)))))))#
752	dusky	having	skin	(S1 (S (VP (ADVP (RB naturally)) (VBG having) (NP (NP (NN skin)) (PP (IN of) (NP (DT a) (JJ dark) (NN color)))))))#
753	swart	having	skin	(S1 (S (VP (ADVP (RB naturally)) (VBG having) (NP (NP (NN skin)) (PP (IN of) (NP (DT a) (JJ dark) (NN color)))))))#
754	swarthy	having	skin	(S1 (S (VP (ADVP (RB naturally)) (VBG having) (NP (NP (NN skin)) (PP (IN of) (NP (DT a) (JJ dark) (NN color)))))))#
755	blood-filled	containing	blood	(S1 (S (VP (VBG containing) (NP (NN blood)))))#
756	bloodsucking	drawing	blood	(S1 (S (VP (VBG drawing) (NP (NN blood)) (PP (IN from) (NP (NP (DT the) (NN body)) (PP (IN of) (NP (DT another))))))))#
757	homicidal	having	tendency	(S1 (UCP (ADJP (JJ characteristic) (PP (IN of))) (CC or) (ADJP (JJ capable) (PP (IN of))) (CC or) (VP (VBG having) (NP (NP (DT a) (NN tendency)) (PP (IN toward) (S (VP (VBG killing) (NP (DT another) (JJ human) (NN being)))))))))#
758	murderous	having	tendency	(S1 (UCP (ADJP (JJ characteristic) (PP (IN of))) (CC or) (ADJP (JJ capable) (PP (IN of))) (CC or) (VP (VBG having) (NP (NP (DT a) (NN tendency)) (PP (IN toward) (S (VP (VBG killing) (NP (DT another) (JJ human) (NN being)))))))))#
759	overreaching	revealing	self-confidence	(S1 (S (VP (VBG revealing) (NP (JJ excessive) (NN self-confidence))) (: ;) (S (VP (VBG reaching) (PP (IN for) (NP (DT the) (NNS heights)))))))#
760	vaulting	revealing	self-confidence	(S1 (S (VP (VBG revealing) (NP (JJ excessive) (NN self-confidence))) (: ;) (S (VP (VBG reaching) (PP (IN for) (NP (DT the) (NNS heights)))))))#
761	overvaliant	showing	valor	(S1 (S (VP (VBG having) (CC or) (VBG showing) (NP (JJ undue) (NN valor) (CC or) (NN boldness)))))#
762	timid	showing	fear	(S1 (S (VP (VBG showing) (NP (NP (NN fear)) (CC and) (NP (NP (NN lack)) (PP (IN of) (NP (NN confidence))))))))#
763	coy	rejecting	approaches	(S1 (S (VP (ADVP (RB modestly) (CC or) (RB warily)) (VBG rejecting) (NP (NNS approaches) (CC or) (NNS overtures)))))#
764	brassbound	having	fittings	(S1 (S (VP (VBG having) (NP (NP (VB trim) (CC or) (NNS fittings)) (PP (IN of) (NP (NN brass)))))))#
765	half-bound	having	back	(S1 (S (PRN (-LRB- -LRB-) (PP (IN of) (NP (NNS books))) (-RRB- -RRB-)) (VP (VBG having) (NP (NP (DT the) (NN back)) (VP (VBN bound) (PP (IN in) (NP (NP (CD one) (NN material)) (CC and) (NP (NP (DT the) (NNS sides)) (PP (IN in) (NP (DT another)))))))))))#
766	looseleaf	having	leaves	(S1 (S (VP (VBG being) (CC or) (VBG having) (NP (NP (NNS leaves)) (SBAR (WHNP (WDT that)) (S (VP (MD can) (VP (VB be) (ADVP (RB easily)) (VP (VBN removed) (CC or) (VBN rearranged))))))))))#
767	bordered	having	border	(S1 (S (S (VP (VBG having) (NP (NP (DT a) (NN border)) (PP (ADVP (RB especially)) (IN of) (NP (DT a) (VBN specified) (NN kind)))))) (: ;) (ADVP (RB sometimes)) (VP (VBN used) (PP (IN as) (NP (DT a) (VBG combining) (NN term))))))#
768	deckled	having	edge	(S1 (S (S (VP (VBG having) (NP (DT a) (JJ rough) (NN edge)))) (: ;) (VP (VBN used) (PP (IN of) (NP (NP (JJ handmade) (NN paper)) (CC or) (NP (NN paper) (VBG resembling) (NN handmade)))))))#
769	deckle-edged	having	edge	(S1 (S (S (VP (VBG having) (NP (DT a) (JJ rough) (NN edge)))) (: ;) (VP (VBN used) (PP (IN of) (NP (NP (JJ handmade) (NN paper)) (CC or) (NP (NN paper) (VBG resembling) (NN handmade)))))))#
770	featheredged	having	edge	(S1 (S (S (VP (VBG having) (NP (DT a) (JJ rough) (NN edge)))) (: ;) (VP (VBN used) (PP (IN of) (NP (NP (JJ handmade) (NN paper)) (CC or) (NP (NN paper) (VBG resembling) (NN handmade)))))))#
771	edged	having	kind	(S1 (S (VP (VBG having) (NP (NP (DT a) (JJ specified) (NN kind)) (PP (IN of) (NP (NN border) (CC or) (NN edge)))))))#
772	sawtoothed-edged	resembling	sawtooth	(S1 (S (PRN (-LRB- -LRB-) (PP (IN of) (NP (NNS leaves))) (-RRB- -RRB-)) (VP (VBG having) (S (NP (DT an)) (VP (VBN edged) (S (VP (VBG resembling) (NP (DT a) (NN sawtooth)))))))))#
773	spiny-edged	having	border	(S1 (S (VP (VBG having) (NP (DT a) (JJ spiny) (NN border)))))#
774	white-edged	having	border	(S1 (S (VP (VBG having) (NP (DT a) (JJ white) (NN border)))))#
775	unbordered	having	border	(S1 (S (VP (VBG having) (NP (DT no) (NN border)))))#
776	lotic	moving	water	(S1 (PP (IN of) (S (VP (CC or) (VP (VBG relating) (PP (TO to))) (CC or) (VP (VBG living) (PP (IN in) (S (ADVP (RB actively)) (VP (VBG moving) (NP (NN water))))))))))#
777	propertied	owning	land	(S1 (S (VP (VBG owning) (NP (NN land) (CC or) (NNS securities)) (PP (IN as) (NP (NP (DT a) (JJ principal) (NN source)) (PP (IN of) (NP (NN revenue))))))))#
778	property-owning	owning	land	(S1 (S (VP (VBG owning) (NP (NN land) (CC or) (NNS securities)) (PP (IN as) (NP (NP (DT a) (JJ principal) (NN source)) (PP (IN of) (NP (NN revenue))))))))#
779	brachycephalic	having	head	(S1 (S (VP (VBG having) (NP (DT a) (JJ short) (JJ broad) (NN head)) (PP (IN with) (NP (NP (DT a) (JJ cephalic) (NN index)) (PP (IN of) (NP (QP (IN over) (CD 80)))))))))#
780	brachycranial	having	head	(S1 (S (VP (VBG having) (NP (DT a) (JJ short) (JJ broad) (NN head)) (PP (IN with) (NP (NP (DT a) (JJ cephalic) (NN index)) (PP (IN of) (NP (QP (IN over) (CD 80)))))))))#
781	brachycranic	having	head	(S1 (S (VP (VBG having) (NP (DT a) (JJ short) (JJ broad) (NN head)) (PP (IN with) (NP (NP (DT a) (JJ cephalic) (NN index)) (PP (IN of) (NP (QP (IN over) (CD 80)))))))))#
782	broad-headed	having	head	(S1 (S (VP (VBG having) (NP (DT a) (JJ brachycephalic) (NN head)))))#
783	roundheaded	having	head	(S1 (S (VP (VBG having) (NP (DT a) (JJ brachycephalic) (NN head)))))#
784	short-headed	having	head	(S1 (S (VP (VBG having) (NP (DT a) (JJ brachycephalic) (NN head)))))#
785	bullet-headed	having	head	(S1 (S (VP (VBG having) (NP (DT a) (JJ small) (JJ round) (NN head)))))#
786	dolichocephalic	having	head	(S1 (S (VP (VBG having) (NP (DT a) (ADJP (RB relatively) (JJ long)) (NN head)) (PP (IN with) (NP (NP (DT a) (JJ cephalic) (NN index)) (PP (IN of) (NP (QP (IN under) (CD 75)))))))))#
787	dolichocranial	having	head	(S1 (S (VP (VBG having) (NP (DT a) (ADJP (RB relatively) (JJ long)) (NN head)) (PP (IN with) (NP (NP (DT a) (JJ cephalic) (NN index)) (PP (IN of) (NP (QP (IN under) (CD 75)))))))))#
788	dolichocranic	having	head	(S1 (S (VP (VBG having) (NP (DT a) (ADJP (RB relatively) (JJ long)) (NN head)) (PP (IN with) (NP (NP (DT a) (JJ cephalic) (NN index)) (PP (IN of) (NP (QP (IN under) (CD 75)))))))))#
789	long-headed	having	head	(S1 (S (VP (VBG having) (NP (DT a) (JJ dolichocephalic) (NN head)))))#
790	courageous	displaying	courage	(S1 (S (VP (VBG possessing) (CC or) (VBG displaying) (NP (NN courage))) (: ;) (S (ADJP (JJ able) (S (VP (TO to) (VP (VB face) (CC and) (VB deal) (PP (IN with) (NP (NN danger) (CC or) (NN fear))) (PP (IN without) (S (VP (VBG flinching)))))))))))#
791	desperate	showing	courage	(S1 (S (VP (VBG showing) (NP (NP (JJ extreme) (NN courage)) (: ;) (ADVP (RB especially)) (PP (IN of) (NP (NP (NNS actions)) (VP (ADVP (RB courageously)) (VBN undertaken) (PP (IN in) (NP (NP (NN desperation)) (PP (IN as) (NP (DT a) (JJ last) (NN resort))))))))))))#
792	game	face	danger	(S1 (S (VP (VBG willing) (S (VP (TO to) (VP (VB face) (NP (NN danger))))))))#
793	gamy	face	danger	(S1 (S (VP (VBG willing) (S (VP (TO to) (VP (VB face) (NP (NN danger))))))))#
794	gamey	face	danger	(S1 (S (VP (VBG willing) (S (VP (TO to) (VP (VB face) (NP (NN danger))))))))#
795	gritty	face	danger	(S1 (S (VP (VBG willing) (S (VP (TO to) (VP (VB face) (NP (NN danger))))))))#
796	mettlesome	face	danger	(S1 (S (VP (VBG willing) (S (VP (TO to) (VP (VB face) (NP (NN danger))))))))#
797	spunky	face	danger	(S1 (S (VP (VBG willing) (S (VP (TO to) (VP (VB face) (NP (NN danger))))))))#
798	valiant	showing	valor	(S1 (S (VP (VBG having) (CC or) (VBG showing) (NP (NN valor)))))#
799	valorous	showing	valor	(S1 (S (VP (VBG having) (CC or) (VBG showing) (NP (NN valor)))))#
800	cowardly	lacking	courage	(S1 (S (S (VP (VBG lacking) (NP (NN courage)))) (: ;) (VP (VBP ignobly) (ADJP (JJ timid) (CC and) (JJ faint-hearted)))))#
801	craven	lacking	rudiments	(S1 (S (VP (VBG lacking) (NP (NP (RB even) (DT the) (NNS rudiments)) (PP (IN of) (NP (NN courage))))) (: ;) (S (ADJP (RB abjectly) (JJ fearful)))))#
802	recreant	lacking	rudiments	(S1 (S (VP (VBG lacking) (NP (NP (RB even) (DT the) (NNS rudiments)) (PP (IN of) (NP (NN courage))))) (: ;) (S (ADJP (RB abjectly) (JJ fearful)))))#
803	faint	lacking	conviction	(S1 (S (VP (VBG lacking) (NP (NP (NN conviction)) (CC or) (NP (NN boldness) (CC or) (NN courage))))))#
804	fainthearted	lacking	conviction	(S1 (S (VP (VBG lacking) (NP (NP (NN conviction)) (CC or) (NP (NN boldness) (CC or) (NN courage))))))#
805	faint-hearted	lacking	conviction	(S1 (S (VP (VBG lacking) (NP (NP (NN conviction)) (CC or) (NP (NN boldness) (CC or) (NN courage))))))#
806	gutsy	was	thing	(S1 (S (S (VP (VBD marked) (PP (IN by) (NP (NN courage) (CC and) (NN determination))) (PP (IN in) (NP (NP (DT the) (NN face)) (PP (IN of) (NP (NP (NP (NNS difficulties)) (CC or) (NP (NN danger))) (: ;) (UCP (JJ robust) (CC and) (NNP uninhibited)))))))) (: ;) (S (NP (PRP it)) (VP (VBD was) (NP (NP (DT a) (JJ gutsy) (NN thing)) (SBAR (S (VP (TO to) (VP (VB do)))))))) ('' '')))#
807	plucky	was	thing	(S1 (S (S (VP (VBD marked) (PP (IN by) (NP (NN courage) (CC and) (NN determination))) (PP (IN in) (NP (NP (DT the) (NN face)) (PP (IN of) (NP (NP (NP (NNS difficulties)) (CC or) (NP (NN danger))) (: ;) (UCP (JJ robust) (CC and) (NNP uninhibited)))))))) (: ;) (S (NP (PRP it)) (VP (VBD was) (NP (NP (DT a) (JJ gutsy) (NN thing)) (SBAR (S (VP (TO to) (VP (VB do)))))))) ('' '')))#
808	gutless	lacking	courage	(S1 (S (VP (VBG lacking) (NP (NN courage) (CC or) (NN vitality)))))#
809	breast-fed	fed	milk	(S1 (S (PRN (-LRB- -LRB-) (PP (IN of) (NP (DT an) (NN infant))) (-RRB- -RRB-)) (VP (VBD fed) (NP (NP (NN milk)) (PP (IN from) (NP (NP (DT the) (NN mother) (POS 's)) (NN breast)))))))#
